Author,Type,Year,OriginalAuthor,Title,SentenceNr,Sentence,Emotion
Grimm,Original,1857,Grimm,Rothkäppchen,28,"Rotkäppchen aber hütete sich und ging gerade fort seines Wegs und sagte der Großmutter dass es dem Wolf begegnet wäre, der ihm guten Tag gewünscht, aber so bös aus den Augen geguckt hätte: „wenns nicht auf offner Straße gewesen wäre, er hätte mich gefressen.“ „Komm,“ sagte die Großmutter, „wir wollen die Türe verschließen, dass er nicht herein kann.“ Bald darnach klopfte der Wolf an und rief „mach auf, Großmutter, ich bin das Rotkäppchen, ich bring dir Gebackenes.“ Sie schwiegen aber still und machten die Türe nicht auf: da schlich der Graukopf etlichemal um das Haus, sprang endlich aufs Dach und wollte warten bis Rotkäppchen Abends nach Haus ginge, dann wollte er ihm nachschleichen und wollts in der Dunkelheit fressen.",neutral
Grimm,Original,1857,Grimm,Rothkäppchen,29,Aber die Großmutter merkte was er im Sinn hatte.,realization
Grimm,Original,1857,Grimm,Rothkäppchen,30,"Nun stand vor dem Haus ein großer Steintrog, da sprach sie zu dem Kind „nimm den Eimer, Rotkäppchen, gestern hab ich Würste gekocht, da trag das Wasser, worin sie gekocht sind, in den Trog.“ Rotkäppchen trug so lange, bis der große große Trog ganz voll war.",neutral
Grimm,Original,1857,Grimm,Rothkäppchen,31,"Da stieg der Geruch von den Würsten dem Wolf in die Nase, er schnupperte und guckte hinab, endlich machte er den Hals so lang, dass er sich nicht mehr halten konnte, und anfing zu rutschen: so rutschte er vom Dach herab, gerade in den großen Trog hinein und ertrank.",neutral
Grimm,Original,1857,Grimm,Rothkäppchen,32,"Rotkäppchen aber ging fröhlich nach Haus, und tat ihm niemand etwas zu Leid.",approval
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,1,"Schneeweißchen und Rosenroth

Eine arme Witwe, die lebte einsam in einem Hüttchen, und vor dem Hüttchen war ein Garten, darin standen zwei Rosenbäumchen, davon trug das eine weiße, das andere rote Rosen: und sie hatte zwei Kinder, die glichen den beiden Rosenbäumchen, und das eine hieß Schneeweißchen, das andere Rosenrot.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,2,"Sie waren aber so fromm und gut, so arbeitsam und unverdrossen, als je zwei Kinder auf der Welt gewesen sind: Schneeweißchen war nur stiller und sanfter als Rosenrot.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,3,"Rosenrot sprang lieber in den Wiesen und Feldern umher, suchte Blumen und fing Sommervögel: Schneeweißchen aber saß daheim bei der Mutter, half ihr im Hauswesen, oder las ihr vor, wenn nichts zu tun war.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,4,"Die beiden Kinder hatten einander so lieb, dass sie sich immer an den Händen fassten, so oft sie zusammen ausgingen: und wenn Schneeweißchen sagte „wir wollen uns nicht verlassen,“ so antwortete Rosenrot „so lange wir leben nicht,“ und die Mutter setzte hinzu „was das eine hat solls mit dem andern teilen.“ Oft liefen sie im Walde allein umher und sammelten rote Beeren, aber kein Tier tat ihnen etwas zu leid, sondern sie kamen vertraulich herbei: das Häschen fraß ein Kohlblatt aus ihren Händen, das Reh graste an ihrer Seite, der Hirsch sprang ganz lustig vorbei und die Vögel blieben auf den Ästen sitzen und sangen was sie nur wussten.",love
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,5,"Kein Unfall traf sie: wenn sie sich im Walde verspätet hatten und die Nacht sie überfiel, so legten sie sich nebeneinander auf das Moos und schliefen bis der Morgen kam, und die Mutter wusste das und hatte ihrentwegen keine Sorge.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,6,"Einmal, als sie im Walde übernachtet hatten und das Morgenrot sie aufweckte, da sahen sie ein schönes Kind in einem weißen glänzenden Kleidchen neben ihrem Lager sitzen.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,7,"Es stand auf und blickte sie ganz freundlich an, sprach aber nichts und ging in den Wald hinein.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,8,"Und als sie sich umsahen, so hatten sie ganz nahe bei einem Abgrunde geschlafen, und wären gewiss hinein gefallen, wenn sie in der Dunkelheit noch ein paar Schritte weiter gegangen wären.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,9,"Die Mutter aber sagte ihnen das müsste der Engel gewesen sein, der gute Kinder bewache.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,10,"Schneeweißchen und Rosenrot hielten das Hüttchen der Mutter so reinlich, dass es eine Freude war hinein zu schauen.",joy
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,11,"Im Sommer besorgte Rosenrot das Haus und stellte der Mutter jeden Morgen, ehe sie aufwachte, einen Blumenstrauß vors Bett, darin war von jedem Bäumchen eine Rose.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,12,"Im Winter zündete Schneeweißchen das Feuer an und hing den Kessel an den Feuerhaken, und der Kessel war von Messing, glänzte aber wie Gold, so rein war er gescheuert.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,13,"Abends, wenn die Flocken fielen, sagte die Mutter „geh, Schneeweißchen, und schieb den Riegel vor,“ und dann setzten sie sich an den Herd, und die Mutter nahm die Brille und las aus einem großen Buche vor, und die beiden Mädchen hörten zu, saßen und spannen; neben ihnen lag ein Lämmchen auf dem Boden, und hinter ihnen auf einer Stange saß ein weißes Täubchen und hatte seinen Kopf unter den Flügel gesteckt.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,14,"Eines Abends, als sie so vertraulich beisammen saßen, klopfte jemand an die Türe, als wollte er eingelassen sein.",joy
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,15,"Die Mutter sprach „geschwind, Rosenrot, mach auf, es wird ein Wanderer sein, der Obdach sucht.“ Rosenrot ging und schob den Riegel weg und dachte es wäre ein armer Mann, aber der war es nicht, es war ein Bär, der seinen dicken schwarzen Kopf zur Türe herein streckte.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,16,"Rosenrot schrie laut und sprang zurück: das Lämmchen blöckte, das Täubchen flatterte auf und Schneeweißchen versteckte sich hinter der Mutter Bett.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,17,"Der Bär aber fing an zu sprechen und sagte „fürchtet euch nicht, ich tue euch nichts zu leid, ich bin halb erfroren und will mich nur ein wenig bei euch wärmen.“ „Du armer Bär,“ sprach die Mutter, „leg dich ans Feuer, und gib nur acht dass dir dein Pelz nicht brennt.“ Dann rief sie „Schneeweißchen, Rosenrot, kommt hervor, der Bär tut euch nichts, er meints ehrlich.“ Da kamen sie beide heran, und nach und nach näherten sich auch das Lämmchen und Täubchen und hatten keine Furcht vor ihm.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,18,"Der Bär sprach „ihr Kinder, klopft mir den Schnee ein wenig aus dem Pelzwerk,“ und sie holten den Besen und kehrten dem Bär das Fell rein: er aber streckte sich ans Feuer und brummte ganz vergnügt und behaglich.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,19,"Nicht lange, so wurden sie ganz vertraut und trieben Mutwillen mit dem unbeholfenen Gast.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,20,"Sie zausten ihm das Fell mit den Händen, setzten ihre Füßchen auf seinen Rücken und walgerten ihn hin und her, oder sie nahmen eine Haselrute und schlugen auf ihn los, und wenn er brummte, so lachten sie.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,21,"Der Bär ließ sichs aber gerne gefallen, nur wenn sies gar zu arg machten, rief er „lasst mich am Leben, ihr Kinder:

Schneeweißchen, Rosenrot,
schlägst dir den Freier tot.“

Als Schlafenszeit war und die andern zu Bett gingen, sagte die Mutter zu dem Bär „du kannst in Gottes Namen da am Herde liegen bleiben, so bist du vor der Kälte und dem bösen Wetter geschützt.“ Sobald der Tag graute, ließen ihn die beiden Kinder hinaus, und er trabte über den Schnee in den Wald hinein.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,22,"Von nun an kam der Bär jeden Abend zu der bestimmten Stunde, legte sich an den Herd und erlaubte den Kindern Kurzweil mit ihm zu treiben, so viel sie wollten; und sie waren so gewöhnt an ihn, dass die Türe nicht eher zugeriegelt ward, als bis der schwarze Gesell angelangt war.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,23,"Als das Frühjahr herangekommen und draußen alles grün war, sagte der Bär eines Morgens zu Schneeweißchen „nun muss ich fort und darf den ganzen Sommer nicht wieder kommen.“ „Wo gehst du denn hin, lieber Bär?“ fragte Schneeweißchen.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,24,"„Ich muss in den Wald und meine Schätze vor den bösen Zwergen hüten: im Winter, wenn die Erde hart gefroren ist, müssen sie wohl unten bleiben und können sich nicht durcharbeiten, aber jetzt, wenn die Sonne die Erde aufgethaut und erwärmt hat, da brechen sie durch, steigen herauf, suchen und stehlen; was einmal in ihren Händen ist und in ihren Höhlen liegt, das kommt so leicht nicht wieder an des Tages Licht.“ Schneeweißchen war ganz traurig über den Abschied und als es ihm die Türe aufriegelte, und der Bär sich hinaus drängte, blieb er an dem Türhaken hängen und ein Stück seiner Haut riss auf, und da war es Schneeweißchen, als hätte es Gold durchschimmern gesehen: aber es war seiner Sache nicht gewiss.",sadness
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,25,Der Bär lief eilig fort und war bald hinter den Bäumen verschwunden.,neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,26,"Nach einiger Zeit schickte die Mutter die Kinder in den Wald, Reisig zu sammeln.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,27,"Da fanden sie draußen einen großen Baum, der lag gefällt auf dem Boden, und an dem Stamme sprang zwischen dem Gras etwas auf und ab, sie konnten aber nicht unterscheiden was es war.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,28,"Als sie näher kamen, sahen sie einen Zwerg mit einem alten verwelkten Gesicht und einem ellenlangen schneeweißen Bart.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,29,"Das Ende des Bartes war in eine Spalte des Baums eingeklemmt, und der Kleine sprang hin und her wie ein Hündchen an einem Seil und wusste nicht wie er sich helfen sollte.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,30,Er glotzte die Mädchen mit seinen roten feurigen Augen an und schrie „was steht ihr da!,surprise
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,31,"könnt ihr nicht herbei gehen und mir Beistand leisten?“ „Was hast du angefangen, kleines Männchen?“ fragte Rosenrot.",annoyance
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,32,"„Dumme neugierige Gans,“ antwortete der Zwerg, „den Baum habe ich mir spalten wollen, um kleines Holz in der Küche zu haben; bei den dicken Klötzen verbrennt gleich das bisschen Speise, das unser einer braucht, der nicht so viel hinunter schlingt als ihr, grobes, gieriges Volk.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,33,"Ich hatte den Keil schon glücklich hinein getrieben, und es wäre alles nach Wunsch gegangen, aber das verwünschte Holz war zu glatt und sprang unversehens heraus, und der Baum fuhr so geschwind zusammen, dass ich meinen schönen weißen Bart nicht mehr herausziehen konnte; nun steckt er drinn, und ich kann nicht fort.",joy
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,34,Da lachen die albernen glatten Milchgesichter!,amusement
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,35,"pfui, was seid ihr garstig!“ Die Kinder gaben sich alle Mühe, aber sie konnten den Bart nicht heraus ziehen, er steckte zu fest.",anger
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,36,„Ich will laufen und Leute herbei holen“ sagte Rosenrot.,neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,37,"„Wahnsinnige Schafsköpfe,“ schnarrte der Zwerg, „wer wird gleich Leute herbeirufen, ihr seid mir schon um zwei zu viel; fällt euch nicht besseres ein?“ „Sei nur nicht ungeduldig,“ sagte Schneeweißchen, „ich will schon Rat schaffen,“ holte sein Scherchen aus der Tasche und schnitt das Ende des Bartes ab.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,38,"Sobald der Zwerg sich frei fühlte, griff er nach einem Sack, der zwischen den Wurzeln des Baums steckte und mit Gold gefüllt war, hob ihn heraus und brummte vor sich hin „ungehobeltes Volk, schneidet mir ein Stück von meinem stolzen Barte ab!",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,39,lohns euch der Guckuck!“ damit schwang er seinen Sack auf den Rücken und ging fort ohne die Kinder nur noch einmal anzusehen.,neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,40,Einige Zeit danach wollten Schneeweißchen und Rosenrot ein Gericht Fische angeln.,neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,41,"Als sie nahe bei dem Bach waren, sahen sie dass etwas wie eine große Heuschrecke nach dem Wasser zu hüpfte, als wollte es hinein springen.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,42,Sie liefen heran und erkannten den Zwerg.,neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,43,"„Wo willst du hin?“ sagte Rosenrot, „du willst doch nicht ins Wasser?“ „Solch ein Narr bin ich nicht,“ schrie der Zwerg, „seht ihr nicht, der verwünschte Fisch will mich hinein ziehen?“ Der Kleine hatte da gesessen und geangelt, und unglücklicher Weise hatte der Wind seinen Bart mit der Angelschnur verflochten: als gleich darauf ein großer Fisch anbiss, fehlten dem schwachen Geschöpf die Kräfte ihn herauszuziehen: der Fisch behielt die Oberhand und riss den Zwerg zu sich hin.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,44,"Zwar hielt er sich an allen Halmen und Binsen, aber das half nicht viel, er musste den Bewegungen des Fisches folgen, und war in beständiger Gefahr ins Wasser gezogen zu werden.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,45,"Die Mädchen kamen zu rechter Zeit, hielten ihn fest und versuchten den Bart von der Schnur loszumachen, aber vergebens, Bart und Schnur waren fest in einander verwirrt.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,46,"Es blieb nichts übrig als das Scherchen hervor zu holen und den Bart abzuschneiden, wobei ein kleiner Teil desselben verloren ging.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,47,"Als der Zwerg das sah, schrie er sie an, „ist das Manier, ihr Lorche, einem das Gesicht zu schänden?",curiosity
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,48,"nicht genug, dass ihr mir den Bart unten abgestutzt habt, jetzt schneidet ihr mir den besten Teil davon ab: ich darf mich vor den Meinigen gar nicht sehen lassen.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,49,"Dass ihr laufen müßtet und die Schuhsohlen verloren hättet!“ Dann holte er einen Sack Perlen, der im Schilfe lag, und ohne ein Wort weiter zu sagen, schleppte er ihn fort und verschwand hinter einem Stein.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,50,"Es trug sich zu, dass bald hernach die Mutter die beiden Mädchen nach der Stadt schickte, Zwirn Nadeln Schnüre und Bänder einzukaufen.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,51,"Der Weg führte sie über eine Heide, auf der hier und da mächtige Felsenstücke zerstreut lagen.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,52,"Da sahen sie einen großen Vogel in der Luft schweben, der langsam über ihnen kreiste, sich immer tiefer herab senkte und endlich nicht weit bei einem Felsen niederstieß.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,53,"Gleich darauf hörten sie einen durchdringenden, jämmerlichen Schrei.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,54,"Sie liefen herzu und sahen mit Schrecken dass der Adler ihren alten Bekannten, den Zwerg, gepackt hatte und ihn forttragen wollte.",fear
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,55,"Die mitleidigen Kinder hielten gleich das Männchen fest und zerrten sich so lange mit dem Adler herum, bis er seine Beute fahren ließ.",anger
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,56,"Als der Zwerg sich von dem ersten Schrecken erholt hatte, schrie er mit seiner kreischenden Stimme „konntet ihr nicht säuberlicher mit mir umgehen?",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,57,"gerissen habt ihr an meinem dünnen Röckchen dass es überall zerfetzt und durchlöchert ist, unbeholfenes und täppisches Gesindel, das ihr seid!“ Dann nahm er einen Sack mit Edelsteinen und schlüpfte wieder unter den Felsen in seine Höhle.",disgust
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,58,"Die Mädchen waren an seinen Undank schon gewöhnt, setzten ihren Weg fort und verrichteten ihr Geschäft in der Stadt.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,59,"Als sie beim Heimweg wieder auf die Heide kamen, überraschten sie den Zwerg, der auf einem reinlichen Plätzchen seinen Sack mit Edelsteinen ausgeschüttet und nicht gedacht hatte dass so spät noch jemand daher kommen würde.",surprise
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,60,"Die Abendsonne schien über die glänzenden Steine, sie schimmerten und leuchteten so prächtig in allen Farben, dass die Kinder stehenblieben und sie betrachteten.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,61,"„Was steht ihr da und habt Maulaffen feil!“ schrie der Zwerg, und sein aschgraues Gesicht ward zinnoberrot vor Zorn.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,62,"Er wollte mit seinen Scheltworten fortfahren, als sich ein lautes Brummen hören ließ und ein schwarzer Bär aus dem Walde herbei trabte.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,63,"Erschrocken sprang der Zwerg auf, aber er konnte nicht mehr zu seinem Schlupfwinkel gelangen, der Bär war schon in seiner Nähe.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,64,"Da rief er in Herzensangst „lieber Herr Bär, verschont mich, ich will euch alle meine Schätze geben, sehet, die schönen Edelsteine, die da liegen.",admiration
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,65,"Schenkt mir das Leben, was habt ihr an mir kleinen schmächtigen Kerl?",disappointment
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,66,"ihr spürt mich nicht zwischen den Zähnen: da, die beiden gottlosen Mädchen packt, das sind für euch zarte Bissen, fett wie junge Wachteln, die freßt in Gottes Namen.“ Der Bär kümmerte sich um seine Worte nicht, gab dem boshaften Geschöpf einen einzigen Schlag mit der Tatze, und es regte sich nicht mehr.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,67,"Die Mädchen waren fortgesprungen, aber der Bär rief ihnen nach „Schneeweißchen und Rosenrot, fürchtet euch nicht, wartet ich will mit euch gehen.“ Da erkannten sie seine Stimme und blieben stehen, und als der Bär bei ihnen war, fiel plötzlich die Bärenhaut ab, und er stand da als ein schöner Mann, und war ganz in Gold gekleidet.",admiration
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,68,"„Ich bin eines Königs Sohn,“ sprach er, „und war von dem gottlosen Zwerg, der mir meine Schätze gestohlen hatte, verwünscht als ein wilder Bär in dem Walde zu laufen, bis ich durch seinen Tod erlöst würde.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,69,"Jetzt hat er seine wohlverdiente Strafe empfangen.“

Schneeweißchen ward mit ihm vermählt und Rosenrot mit seinem Bruder und sie teilten die großen Schätze mit einander, die der Zwerg in seine Höhle zusammen getragen hatte.",neutral
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,70,Die alte Mutter lebte noch lange Jahre ruhig und glücklich bei ihren Kindern.,joy
Grimm,Original,1857,Grimm,Schneeweißchen und Rosenroth,71,"Die zwei Rosenbäumchen aber nahm sie mit, und sie standen vor ihrem Fenster und trugen jedes Jahr die schönsten Rosen, weiss und rot.",admiration
Grimm,Original,1857,Grimm,Sneewittchen,1,"Sneewittchen

Es war einmal mitten im Winter, und die Schneeflocken fielen wie Federn vom Himmel herab, da saß eine Königin an einem Fenster, das einen Rahmen von schwarzem Ebenholz hatte, und nähte.",neutral
Grimm,Original,1857,Grimm,Sneewittchen,2,"Und wie sie so nähte und nach dem Schnee aufblickte, stach sie sich mit der Nadel in den Finger, und es fielen drei Tropfen Blut in den Schnee.",neutral
Grimm,Original,1857,Grimm,Sneewittchen,3,"Und weil das Rote im weißen Schnee so schön aussah, dachte sie bei sich „hätt ich ein Kind so weiss wie Schnee, so rot wie Blut, und so schwarz wie das Holz an dem Rahmen.“ Bald darauf bekam sie ein Töchterlein, das war so weiss wie Schnee, so rot wie Blut, und so schwarzhaarig wie Ebenholz, und ward darum das Sneewittchen (Schneeweißchen) genannt.",admiration
Grimm,Original,1857,Grimm,Sneewittchen,4,"Und wie das Kind geboren war, starb die Königin.",neutral
Grimm,Original,1857,Grimm,Sneewittchen,5,Über ein Jahr nahm sich der König eine andere Gemahlin.,neutral
Grimm,Original,1857,Grimm,Sneewittchen,6,"Es war eine schöne Frau, aber sie war stolz und übermütig, und konnte nicht leiden dass sie an Schönheit von jemand sollte übertroffen werden.",admiration
Grimm,Original,1857,Grimm,Sneewittchen,7,"Sie hatte einen wunderbaren Spiegel, wenn sie vor den trat und sich darin beschaute, sprach sie

„Spieglein, Spieglein an der Wand,
wer ist die schönste im ganzen Land?“

so antwortete der Spiegel

„Frau Königin, ihr seid die schönste im Land.“

Da war sie zufrieden, denn sie wusste dass der Spiegel die Wahrheit sagte.",admiration
Grimm,Original,1857,Grimm,Sneewittchen,8,"Sneewittchen aber wuchs heran, und wurde immer schöner, und als es sieben Jahr alt war, war es so schön, wie der klare Tag, und schöner als die Königin selbst.",admiration
Grimm,Original,1857,Grimm,Sneewittchen,9,"Als diese einmal ihren Spiegel fragte

„Spieglein, Spieglein an der Wand,
wer ist die schönste im ganzen Land?“

so antwortete er

„Frau Königin, ihr seid die schönste hier,
aber Sneewittchen ist tausendmal schöner als ihr.“

Da erschrak die Königin, und ward gelb und grün vor Neid.",admiration
Grimm,Original,1857,Grimm,Sneewittchen,10,"Von Stund an, wenn sie Sneewittchen erblickte, kehrte sich ihr das Herz im Leibe herum, so haßte sie das Mädchen.",neutral
Grimm,Original,1857,Grimm,Sneewittchen,11,"Und der Neid und Hochmut wuchsen wie ein Unkraut in ihrem Herzen immer höher, dass sie Tag und Nacht keine Ruhe mehr hatte.",neutral
Grimm,Original,1857,Grimm,Sneewittchen,12,"Da rief sie einen Jäger und sprach „bring das Kind hinaus in den Wald, ich wills nicht mehr vor meinen Augen sehen.",neutral
Grimm,Original,1857,Grimm,Sneewittchen,13,"Du sollst es töten, und mir Lunge und Leber zum Wahrzeichen mitbringen.“ Der Jäger gehorchte und führte es hinaus, und als er den Hirschfänger gezogen hatte und Sneewittchens unschuldiges Herz durchbohren wollte, fing es an zu weinen und sprach „ach, lieber Jäger, laß mir mein Leben; ich will in den wilden Wald laufen und nimmermehr wieder heim kommen.“ Und weil es so schön war, hatte der Jäger Mitleiden und sprach „so lauf hin, du armes Kind.“ „Die wilden Tiere werden dich bald gefressen haben“ dachte er, und doch wars ihm als wär ein Stein von seinem Herzen gewälzt, weil er es nicht zu töten brauchte.",neutral
Grimm,Original,1857,Grimm,Sneewittchen,14,"Und als gerade ein junger Frischling daher gesprungen kam, stach er ihn ab, nahm Lunge und Leber heraus, und brachte sie als Wahrzeichen der Königin mit.",neutral
Grimm,Original,1857,Grimm,Sneewittchen,15,"Der Koch musste sie in Salz kochen, und das boshafte Weib aß sie auf und meinte sie hätte Sneewittchens Lunge und Leber gegessen.",neutral
Grimm,Original,1857,Grimm,Sneewittchen,16,"Nun war das arme Kind in dem großen Wald mutterseelig allein, und ward ihm so angst, dass es alle Blätter an den Bäumen ansah und nicht wusste wie es sich helfen sollte.",nervousness
Grimm,Original,1857,Grimm,Sneewittchen,17,"Da fing es an zu laufen und lief über die spitzen Steine und durch die Dornen, und die wilden Tiere sprangen an ihm vorbei, aber sie taten ihm nichts.",neutral
Grimm,Original,1857,Grimm,Sneewittchen,18,"Es lief so lange nur die Füße noch fort konnten, bis es bald Abend werden wollte, da sah es ein kleines Häuschen und ging hinein sich zu ruhen.",neutral
Grimm,Original,1857,Grimm,Sneewittchen,19,"In dem Häuschen war alles klein, aber so zierlich und reinlich, dass es nicht zu sagen ist.",admiration
Grimm,Original,1857,Grimm,Sneewittchen,20,"Da stand ein weiss gedecktes Tischlein mit sieben kleinen Tellern, jedes Tellerlein mit seinem Löffelein, ferner sieben Messerlein und Gäblein, und sieben Becherlein.",neutral
Grimm,Original,1857,Grimm,Sneewittchen,21,An der Wand waren sieben Bettlein neben einander aufgestellt und schneeweiße Laken darüber gedeckt.,neutral
Grimm,Original,1857,Grimm,Sneewittchen,22,"Sneewittchen, weil es so hungrig und durstig war, aß von jedem Tellerlein ein wenig Gemüs und Brot, und trank aus jedem Becherlein einen Tropfen Wein; denn es wollte nicht einem allein alles wegnehmen.",neutral
Grimm,Original,1857,Grimm,Sneewittchen,23,"Hernach, weil es so müde war, legte es sich in ein Bettchen, aber keins paßte; das eine war zu lang, das andere zu kurz, bis endlich das siebente recht war: und darin blieb es liegen, befahl sich Gott und schlief ein.",neutral
Grimm,Original,1857,Grimm,Sneewittchen,24,"Als es ganz dunkel geworden war, kamen die Herren von dem Häuslein, das waren die sieben Zwerge, die in den Bergen nach Erz hackten und gruben.",realization
Grimm,Original,1857,Grimm,Sneewittchen,25,"Sie zündeten ihre sieben Lichtlein an, und wie es nun hell im Häuslein ward, sahen sie dass jemand darin gewesen war, denn es stand nicht alles so in der Ordnung, wie sie es verlassen hatten.",neutral
Grimm,Original,1857,Grimm,Sneewittchen,26,"Der erste sprach „wer hat auf meinem Stühlchen gesessen?“ Der zweite „wer hat von meinem Tellerchen gegessen?“ Der dritte „wer hat von meinem Brötchen genommen?“ Der vierte „wer hat von meinem Gemüschen gegessen?“ Der fünfte „wer hat mit meinem Gäbelchen gestochen?“ Der sechste „wer hat mit meinem Messerchen geschnitten?“ Der siebente „wer hat aus meinem Becherlein getrunken?“ Dann sah sich der erste um und sah dass auf seinem Bett eine kleine Dälle war, da sprach er „wer hat in mein Bettchen getreten?“ Die andern kamen gelaufen und riefen „in meinem hat auch jemand gelegen.“ Der siebente aber, als er in sein Bett sah, erblickte Sneewittchen, das lag darin und schlief.",curiosity
Grimm,Original,1857,Grimm,Sneewittchen,27,"Nun rief er die andern, die kamen herbeigelaufen, und schrien vor Verwunderung, holten ihre sieben Lichtlein, und beleuchteten Sneewittchen.",surprise
Grimm,Original,1857,Grimm,Sneewittchen,28,"„Ei, du mein Gott!",neutral
Grimm,Original,1857,Grimm,Sneewittchen,29,"ei, du mein Gott!“ riefen sie, „was ist das Kind so schön!“ und hatten so große Freude, dass sie es nicht aufweckten, sondern im Bettlein fortschlafen ließen.",admiration
Grimm,Original,1857,Grimm,Sneewittchen,30,"Der siebente Zwerg aber schlief bei seinen Gesellen, bei jedem eine Stunde, da war die Nacht herum.",neutral
Grimm,Original,1857,Grimm,Sneewittchen,31,"Als es Morgen war, erwachte Sneewittchen, und wie es die sieben Zwerge sah, erschrak es.",neutral
Grimm,Original,1857,Grimm,Sneewittchen,32,"Sie waren aber freundlich und fragten „wie heisst du?“ „Ich heiße Sneewittchen,“ antwortete es.",neutral
