Emotion,Token,Frequency
neutral,anflehte,1
neutral,weitergegeben,1
neutral,werwolfkräfte,1
neutral,cesaires,1
neutral,versenkten,1
neutral,gefährden,1
neutral,alltag,1
neutral,fürstentöchtern,1
neutral,verdrehte,1
neutral,gesetz.,1
neutral,berief,1
neutral,widersprechen,1
neutral,unerfüllbar,1
neutral,mondschein,1
neutral,mägdekleid,1
neutral,beschmierte,1
neutral,walnuss,2
neutral,allerleihaut,2
neutral,ertrug,1
neutral,entwich,1
neutral,mondlichtkleid,1
neutral,sternenglanz,1
neutral,schande,1
neutral,floh.,1
annoyance,fähigkeiten,1
annoyance,jüngeren,1
annoyance,bruders,1
annoyance,gustav,1
annoyance,halten,2
annoyance,überschütten,1
annoyance,spott,1
annoyance,schimpfen,1
annoyance,„,41
annoyance,dummling,7
annoyance,“,47
annoyance,danach,2
annoyance,entpuppt,1
annoyance,königin,1
annoyance,eitle,1
annoyance,böse,4
annoyance,seele,2
annoyance,warum,2
annoyance,ärgern,1
annoyance,plagen,1
annoyance,hemmt,1
annoyance,leuchtet,1
annoyance,elisabeth,1
annoyance,versuchen,1
annoyance,raubgierig,1
annoyance,familie,1
annoyance,bahnen,1
annoyance,eule,1
annoyance,wechselt,1
annoyance,gestalt,2
annoyance,erscheint,2
annoyance,ernst,2
annoyance,blickende,1
annoyance,frau,6
annoyance,jakob,1
annoyance,hingegen,1
annoyance,schicken,1
annoyance,teufel,2
annoyance,ungeschicktheit,1
annoyance,verrückt,2
annoyance,macht,1
annoyance,paar,2
annoyance,gerade,1
annoyance,vermählt,1
annoyance,könig,26
annoyance,wütend,3
annoyance,zeremonie,1
annoyance,stoppt,1
annoyance,zeit,2
annoyance,später,1
annoyance,nutzt,1
annoyance,gretel,1
annoyance,gelegenheit,1
annoyance,hexe,3
annoyance,ofen,1
annoyance,schieben,1
annoyance,jedoch,2
annoyance,magische,2
annoyance,kräfte,1
annoyance,verwandelt,2
annoyance,prinzen,2
annoyance,bären,1
annoyance,gestiefelte,1
annoyance,kater,1
annoyance,verfolgt,1
annoyance,gegner,1
annoyance,ganze,2
annoyance,stadt,2
annoyance,unterschlupf,1
annoyance,könntest,1
annoyance,wärst,2
annoyance,nähm,1
annoyance,trotzdem,1
annoyance,drosselbart.,1
annoyance,erzürnt,2
annoyance,tochter,5
annoyance,edlen,1
annoyance,männer,1
annoyance,verschmäht,1
annoyance,beleidigt,1
annoyance,schwört,1
annoyance,bischof,2
annoyance,strafe,1
annoyance,hochmut,1
annoyance,erstbesten,1
annoyance,bettler,2
annoyance,schlosstür,1
annoyance,trete,1
annoyance,mann,11
annoyance,geben,2
annoyance,unbedingt,1
annoyance,menschen,3
annoyance,bärenfell,1
annoyance,grimmschen,1
annoyance,version,1
annoyance,zwerge,1
annoyance,allerdings,1
annoyance,leidlich,1
annoyance,ordentlich,2
annoyance,–,2
annoyance,schneewittchen,1
annoyance,braucht,1
annoyance,hausarbeit,1
annoyance,kümmern,1
annoyance,schmied,1
annoyance,schon,3
annoyance,lange,1
annoyance,vergeblich,1
annoyance,kind,4
annoyance,gewünscht,1
annoyance,sehen,1
annoyance,zeichen,1
annoyance,gottes,1
annoyance,ziehen,2
annoyance,hasen,1
annoyance,niederlage,1
annoyance,unbegreiflich,1
annoyance,verlangt,1
annoyance,revanche,1
annoyance,führt,1
annoyance,insgesamt,1
annoyance,73,1
annoyance,läufe,1
annoyance,stets,1
annoyance,ergebnis,1
annoyance,sieben,1
annoyance,verstecken,1
annoyance,panisch,1
annoyance,rotkäppchens,1
annoyance,großmutter,1
annoyance,lebt,1
annoyance,kleinen,3
annoyance,hütte,1
annoyance,wald,4
annoyance,erfinderisch,1
annoyance,prinz,3
annoyance,erwacht,1
annoyance,glaubt,3
annoyance,schlecht,2
annoyance,geträumt,1
annoyance,nimmt,2
annoyance,daher,3
annoyance,worte,1
annoyance,fee,4
annoyance,weist,1
annoyance,ab,2
annoyance,potentieller,1
annoyance,gatte,1
annoyance,präsentiert,1
annoyance,sache,1
annoyance,lohn,1
annoyance,wiederholt,1
annoyance,reagiert,1
annoyance,ehefrau,1
annoyance,wirft,1
annoyance,einfältig,1
annoyance,dumm,1
annoyance,gothel,1
annoyance,altert,1
annoyance,gerät,1
annoyance,dabei,1
annoyance,außer,2
annoyance,fenster,1
annoyance,turmes,1
annoyance,stürzt,1
annoyance,stirbt,1
annoyance,ersten,3
annoyance,brünnlein,1
annoyance,spricht,1
annoyance,wer,5
annoyance,trinkt,1
annoyance,tiger.,1
annoyance,schwesterchen,2
annoyance,bittet,1
annoyance,brüderchen,2
annoyance,daraus,1
annoyance,trinken,1
annoyance,wilden,2
annoyance,tier,1
annoyance,zerreiße,1
annoyance,claudia,2
annoyance,sichtlich,1
annoyance,irritiert,1
annoyance,bühne,1
annoyance,herabsteigt,1
annoyance,setzen,1
annoyance,plötzlich,3
annoyance,wehen,1
annoyance,wahnsinn,1
annoyance,hass,1
annoyance,immer,2
annoyance,seltsamere,1
annoyance,formen,1
annoyance,langsam,1
annoyance,verhalten,1
annoyance,gegenüber,1
annoyance,bediensteten,1
annoyance,burg,1
annoyance,herrischer,1
annoyance,prinzessin,2
annoyance,ella,2
annoyance,darüber,1
annoyance,überaus,1
annoyance,empört,2
annoyance,erkennt,1
annoyance,jasper,3
annoyance,verkleidung,1
annoyance,obwohl,1
annoyance,verschwunden,1
annoyance,dennoch,1
annoyance,heiraten,1
annoyance,beiden,2
annoyance,bösen,4
annoyance,frauen,2
annoyance,kommen,2
annoyance,flucht,1
annoyance,tode,1
annoyance,menschliche,1
annoyance,annehmen,1
annoyance,betrug,1
annoyance,verbietet,1
annoyance,lachen,3
annoyance,ganzen,4
annoyance,reich,2
annoyance,baum,1
annoyance,früchte,1
annoyance,heilkräfte,1
annoyance,besaßen,1
annoyance,verdorrt,1
annoyance,seitdem,1
annoyance,leidet,1
annoyance,hiesige,1
annoyance,volk,1
annoyance,unbezahlbar,1
annoyance,müsste,2
annoyance,hölle,1
annoyance,hinab,2
annoyance,fahren,1
annoyance,düstere,1
annoyance,erhellt,1
annoyance,krönt,1
annoyance,schwemmling,1
annoyance,neuen,1
annoyance,neue,3
annoyance,ära,1
annoyance,beginnt,1
annoyance,sollst,3
annoyance,kleider,1
annoyance,erwidert,1
annoyance,bär,1
annoyance,fuchs,1
annoyance,lügen,1
annoyance,bestrafen,1
annoyance,feststellen,1
annoyance,entkommen,1
annoyance,demütigen,2
annoyance,drücken,2
annoyance,unangemessen,2
annoyance,arbeit,3
annoyance,maleficent,2
annoyance,bestreitet,1
annoyance,verflucht,1
annoyance,aurora,1
annoyance,zerstört,1
annoyance,spindel,2
annoyance,fluch,2
annoyance,weckt,1
annoyance,john,1
annoyance,schlaf,2
annoyance,geld,2
annoyance,wirtsleute,1
annoyance,haus,3
annoyance,befindende,1
annoyance,schneider,1
annoyance,neues,1
annoyance,kleid,1
annoyance,feinster,1
annoyance,chinesischer,1
annoyance,seide,1
annoyance,schuhe,1
annoyance,italienischem,1
annoyance,kalbsleder,1
annoyance,bestellt,1
annoyance,mehr,3
annoyance,verärgert,1
annoyance,dritte,2
annoyance,zauber,1
annoyance,ausgesprochen,2
annoyance,schwächt,1
annoyance,verärgerten,1
annoyance,geister,1
annoyance,fordern,1
annoyance,facilier,1
annoyance,gegenleistung,1
annoyance,welt,3
annoyance,angestellten,1
annoyance,hofes,1
annoyance,zünden,1
annoyance,feuer,1
annoyance,zimmer,1
annoyance,bald,2
annoyance,glühen,1
annoyance,wände,1
annoyance,hitze,1
annoyance,jägermeister,1
annoyance,erschrickt,1
annoyance,mal,1
annoyance,begleiten,1
annoyance,gehnichtunter,1
annoyance,besinnung,1
annoyance,kommt,1
annoyance,findet,1
annoyance,goldener,1
annoyance,rüstung,1
annoyance,beschenkt,1
annoyance,drei,2
annoyance,goldenen,1
annoyance,federn,1
annoyance,mutter,2
annoyance,meint,1
annoyance,jung,1
annoyance,stark,2
annoyance,sei,1
annoyance,solle,2
annoyance,stellt,1
annoyance,heraus,4
annoyance,weiße,1
annoyance,könnt,3
annoyance,herbei,1
annoyance,gehen,1
annoyance,beistand,1
annoyance,leisten,1
annoyance,hast,2
annoyance,angefangen,1
annoyance,kleines,1
annoyance,männchen,4
annoyance,fragte,5
annoyance,rosenrot,1
annoyance,weinte,1
annoyance,bitterlich,1
annoyance,sagte,7
annoyance,``,1
annoyance,großes,1
annoyance,unrecht,1
annoyance,gehabt,1
annoyance,wert,1
annoyance,'',2
annoyance,aßen,1
annoyance,tranken,1
annoyance,sprach,11
annoyance,männlein,1
annoyance,gutes,1
annoyance,herz,2
annoyance,deinigen,1
annoyance,gerne,1
annoyance,mitteilst,1
annoyance,glück,1
annoyance,bescheren,1
annoyance,kam,4
annoyance,darauf,1
annoyance,herrschte,1
annoyance,ernsthaft,1
annoyance,niemand,1
annoyance,bringen,2
annoyance,konnte,1
annoyance,herzen,1
annoyance,nähme,2
annoyance,verlangte,1
annoyance,abermals,1
annoyance,braut,1
annoyance,ärgerte,1
annoyance,schlechter,1
annoyance,bursch,1
annoyance,jedermann,1
annoyance,nannte,1
annoyance,davon,3
annoyance,tragen,2
annoyance,machte,2
annoyance,bedingungen,1
annoyance,erst,2
annoyance,schaffen,1
annoyance,berg,1
annoyance,voll,3
annoyance,brot,2
annoyance,aufessen,1
annoyance,wenig,2
annoyance,schadhaft,1
annoyance,dafür,1
annoyance,sollt,2
annoyance,gans,2
annoyance,wollt,1
annoyance,fragen,1
annoyance,antwortete,3
annoyance,hans,1
annoyance,ja,2
annoyance,glücklichsten,1
annoyance,erden,1
annoyance,oft,1
annoyance,tasche,1
annoyance,greife,1
annoyance,brauche,1
annoyance,sorgen,1
annoyance,reichte,1
annoyance,wart,1
annoyance,laß,1
annoyance,gefallen,1
annoyance,finde,1
annoyance,rechten,1
annoyance,leute,1
annoyance,schätze,2
annoyance,landes,2
annoyance,geben.,2
annoyance,ging,4
annoyance,zorn,3
annoyance,sah,2
annoyance,darin,1
annoyance,stehen,1
annoyance,sechs,3
annoyance,bäume,1
annoyance,ausgerupft,1
annoyance,wärens,1
annoyance,kornhalme,1
annoyance,seht,1
annoyance,beine,1
annoyance,aufgehoben,1
annoyance,vorher,1
annoyance,wars,1
annoyance,gar,2
annoyance,laufen,1
annoyance,nennen.,1
annoyance,kränkte,1
annoyance,gemeiner,2
annoyance,abgedankter,1
annoyance,soldat,2
annoyance,ratschlagten,1
annoyance,einander,1
annoyance,samt,1
annoyance,gesellen,1
annoyance,los,1
annoyance,koch,1
annoyance,schalt,1
annoyance,getan,3
annoyance,hätte,1
annoyance,wäre,2
annoyance,befohlen,1
annoyance,worden,1
annoyance,erblickte,1
annoyance,ferne,1
annoyance,zwei,5
annoyance,riesen,1
annoyance,winkten,1
annoyance,hand,2
annoyance,sprachen,1
annoyance,streiten,2
annoyance,hut,2
annoyance,wem,1
annoyance,zugehören,1
annoyance,beide,1
annoyance,gleich,2
annoyance,überwältigen,1
annoyance,klüger,1
annoyance,entscheidung,1
annoyance,überlassen.,1
annoyance,alten,3
annoyance,jüngling,1
annoyance,holle,1
annoyance,witwe,1
annoyance,töchter,2
annoyance,schön,1
annoyance,fleißig,2
annoyance,häßlich,1
annoyance,faul,3
annoyance,pfeife,2
annoyance,rauchen,2
annoyance,darf.,1
annoyance,kannst,2
annoyance,glaube,1
annoyance,leben,1
annoyance,schenke.,1
annoyance,zog,2
annoyance,zündete,1
annoyance,blauen,1
annoyance,licht,1
annoyance,ringel,1
annoyance,rauch,1
annoyance,aufgestiegen,1
annoyance,stand,3
annoyance,knüppel,2
annoyance,befiehlt,1
annoyance,herr,1
annoyance,schlag,1
annoyance,falschen,1
annoyance,richter,1
annoyance,häscher,1
annoyance,boden,2
annoyance,verschone,1
annoyance,behandelt,1
annoyance,hat.,1
annoyance,fuhr,1
annoyance,blitz,1
annoyance,zickzack,1
annoyance,her,1
annoyance,wen,1
annoyance,anrührte,1
annoyance,fiel,1
annoyance,getraute,1
annoyance,regen,1
annoyance,schwieg,1
annoyance,zeitlang,1
annoyance,still,1
annoyance,endlich,1
annoyance,ärgerlich,1
annoyance,herausplatzte,1
annoyance,geheimnis,1
annoyance,verriet,1
annoyance,vater,1
annoyance,zornig,4
annoyance,nimmermehr,1
annoyance,bärenhäuter,1
annoyance,ermorden,1
annoyance,fest,1
annoyance,ward,4
annoyance,pracht,1
annoyance,gefeiert,1
annoyance,ende,2
annoyance,beschenkten,1
annoyance,weisen,1
annoyance,wundergaben,1
annoyance,tugend,1
annoyance,schönheit,1
annoyance,reichtum,1
annoyance,wünschen,1
annoyance,elfe,1
annoyance,sprüche,1
annoyance,eben,1
annoyance,trat,1
annoyance,dreizehnte,1
annoyance,herein,1
annoyance,guten,1
annoyance,tag,1
annoyance,altes,1
annoyance,mütterchen,1
annoyance,königstochter,1
annoyance,machst,1
annoyance,spinne,1
annoyance,alte,5
annoyance,nickte,1
annoyance,kopf,1
annoyance,darum,1
annoyance,sagen,1
annoyance,albern,1
annoyance,deshalb,1
annoyance,rechtes,1
annoyance,könne,1
annoyance,königssohn,1
annoyance,list,1
annoyance,gebraucht,1
annoyance,treppe,1
annoyance,pech,1
annoyance,bestreichen,1
annoyance,lassen,3
annoyance,hinabsprang,1
annoyance,linke,1
annoyance,pantoffel,1
annoyance,mädchens,1
annoyance,hängen,1
annoyance,geblieben,1
annoyance,klagte,1
annoyance,menschenfresserin,1
annoyance,brüder,3
annoyance,reicher,1
annoyance,armer,1
annoyance,stehle,1
annoyance,dieb,3
annoyance,nehme,1
annoyance,überfluß,1
annoyance,reichen,2
annoyance,warne,1
annoyance,begegnest,1
annoyance,behandle,1
annoyance,willst,1
annoyance,paten,1
annoyance,kindes,1
annoyance,nehmen,1
annoyance,gold,1
annoyance,hülle,1
annoyance,fülle,1
annoyance,lust,1
annoyance,teufel.,1
annoyance,begehr,1
annoyance,gevatter,2
annoyance,betrügst,1
annoyance,verführst,1
annoyance,menschen.,1
annoyance,dürrbeinige,1
annoyance,tod,4
annoyance,zugeschritten,1
annoyance,nimm,1
annoyance,gevatter.,1
annoyance,macht.,1
annoyance,rechte,1
annoyance,holst,1
annoyance,armen,1
annoyance,unterschied,1
annoyance,gevattersmann,1
annoyance,sein.,1
annoyance,berühmt,1
annoyance,freunde,1
annoyance,kanns,1
annoyance,fehlen.,1
annoyance,künftigen,1
annoyance,sonntag,1
annoyance,taufe,1
annoyance,stelle,1
annoyance,rechter,1
annoyance,ein.,1
annoyance,erschien,1
annoyance,versprochen,1
annoyance,ganz,1
annoyance,kürdchen,1
annoyance,bös,1
annoyance,hüteten,1
annoyance,gänse,1
annoyance,abend,1
annoyance,gingen,1
annoyance,ei,1
annoyance,ärgert,1
annoyance,tag.,1
annoyance,befahl,1
annoyance,erzählen,1
annoyance,wies,1
annoyance,ginge,1
annoyance,finden,1
annoyance,los.,1
annoyance,nein,1
annoyance,tue,1
annoyance,ichs,1
annoyance,übers,1
annoyance,kinder,1
annoyance,walde,1
annoyance,allein,1
annoyance,tiere,1
annoyance,zerreißen.,1
annoyance,o,1
annoyance,narr,2
annoyance,müssen,1
annoyance,viere,1
annoyance,hungers,1
annoyance,sterben,1
annoyance,bretter,1
annoyance,särge,1
annoyance,hobelen,1
annoyance,ließ,4
annoyance,ruhe,1
annoyance,einwilligte,1
annoyance,freundlich,1
annoyance,angestellt,1
annoyance,kindern,1
annoyance,auflauerte,1
annoyance,brothäuslein,1
annoyance,bloß,1
annoyance,gebaut,1
annoyance,herbeizulocken,1
annoyance,kleine,2
annoyance,geworden,2
annoyance,wunsch,2
annoyance,kaum,2
annoyance,bitteren,1
annoyance,meerwasser,1
annoyance,getrunken,1
annoyance,kränker,1
annoyance,zuvor,1
annoyance,strafen,1
annoyance,aufs,1
annoyance,meer,1
annoyance,gesetzt,1
annoyance,fortgeschifft,1
annoyance,kamen,1
annoyance,lebtag,1
annoyance,zerbrach,1
annoyance,unheil,1
annoyance,gebracht,1
annoyance,weckte,1
annoyance,reiter,2
annoyance,goldklumpen,1
annoyance,schimmernden,1
annoyance,augen,1
annoyance,mühst,1
annoyance,schrecklich,1
annoyance,junger,1
annoyance,freund,2
annoyance,vereinbarten,1
annoyance,stunde,1
annoyance,wartete,1
annoyance,geriet,1
annoyance,inzwischen,1
annoyance,gewalt,1
annoyance,dunklen,1
annoyance,führte,1
annoyance,stiefmutter,1
annoyance,natur,1
annoyance,neidisch,1
annoyance,bauern,2
annoyance,wurden,1
annoyance,unzufriedener,1
annoyance,mehl,1
annoyance,knapp,1
annoyance,müller,1
annoyance,wortreich,1
annoyance,tun,1
annoyance,dünn,1
annoyance,schatten,1
annoyance,wasser,1
annoyance,ewig,1
annoyance,trauern,1
annoyance,murmelten,1
annoyance,luise,1
annoyance,missgünstig,1
annoyance,tat,1
annoyance,gern,1
annoyance,loben,1
annoyance,schwester,1
annoyance,schelten,1
annoyance,lass,1
annoyance,herausfinden,1
annoyance,wettrennen,1
annoyance,ackers,1
annoyance,hase,1
annoyance,prustete,1
annoyance,arbeitete,1
annoyance,wunderlichen,1
annoyance,schar,1
annoyance,schloss,5
annoyance,verloren,1
annoyance,wort,3
annoyance,stellte,1
annoyance,schwere,1
annoyance,aufgaben,1
annoyance,pferd,1
annoyance,treuer,1
annoyance,helfer,1
annoyance,riet,1
annoyance,stummer,1
annoyance,verkleiden,1
annoyance,friede,1
annoyance,jagte,1
annoyance,fort,1
annoyance,hund,1
annoyance,gab,1
annoyance,weder,1
annoyance,sold,1
annoyance,geißlein,1
annoyance,verschlang,1
annoyance,gierig,1
annoyance,zogen,1
annoyance,verschenkten,1
annoyance,begegneten,1
annoyance,viele,1
annoyance,wussten,1
annoyance,spiegeln,1
annoyance,teppichen,1
annoyance,anfangen,1
annoyance,sollten,1
annoyance,drosselbart,1
annoyance,wurde,2
annoyance,schwor,1
annoyance,tor,1
annoyance,klopft,1
annoyance,haben.,1
annoyance,gesprochen,1
annoyance,erklang,1
annoyance,gesang,1
annoyance,würdig,1
annoyance,flüsterte,1
annoyance,verkleidet,1
annoyance,kehrte,1
annoyance,zurück,1
annoyance,forderte,1
annoyance,königlichen,1
annoyance,läufer,1
annoyance,wettlauf,1
annoyance,gesetz,1
annoyance,verstoßen,1
annoyance,zerstörte,1
annoyance,scham,1
annoyance,küchenmagd,1
annoyance,ottokars,1
annoyance,—,1
annoyance,wissend,1
annoyance,richards,1
annoyance,zwerg,1
annoyance,rief,1
annoyance,gehöre,1
annoyance,verschwinden,1
annoyance,warnte,1
annoyance,scheinheilig,1
annoyance,weiterziehen,1
annoyance,besser,1
annoyance,fressen,1
annoyance,brüllte,1
annoyance,wolf,1
annoyance,sprang,1
annoyance,bett,1
annoyance,zwingen,1
annoyance,rosenhecke,1
annoyance,zerstören,1
annoyance,gewitter,1
annoyance,aufziehen,1
annoyance,joringel,1
annoyance,weiterreise,1
annoyance,hinderte,1
annoyance,unbedachten,1
annoyance,jungen,2
annoyance,raben,1
annoyance,davongeflogen,1
annoyance,dürfe,1
annoyance,einziges,1
annoyance,sprechen,1
annoyance,verbannte,1
annoyance,treuen,1
annoyance,nahm,1
annoyance,hof,1
annoyance,amtsrichter,1
annoyance,grausamer,1
annoyance,junge,1
annoyance,namens,1
annoyance,mina,1
annoyance,hinrichten,1
annoyance,hexerei,2
annoyance,beschuldigte,2
annoyance,geistig,1
annoyance,behinderten,1
annoyance,festnehmen,1
excitement,nächsten,1
excitement,tag,4
excitement,fürst,2
excitement,gundolfs,1
excitement,60.,1
excitement,geburtstag,2
excitement,gibt,1
excitement,söhnen,1
excitement,neue,1
excitement,aufgabe,2
excitement,schneewittchen,2
excitement,friedlichen,1
excitement,königreich,3
excitement,kommt,1
excitement,schneesturms,1
excitement,prinzessin,2
excitement,welt,4
excitement,erinnerung,1
excitement,namen,1
excitement,erhält,1
excitement,zurück,1
excitement,dorf,2
excitement,kräht,1
excitement,hahn,1
excitement,„,3
excitement,kikeriki,2
excitement,goldene,2
excitement,jungfrau,1
excitement,hie.,1
excitement,“,2
excitement,schauen,2
excitement,staunend,1
excitement,gold,1
excitement,gekleidete,1
excitement,mädchen,3
excitement,tiere,1
excitement,fangen,1
excitement,singen,2
excitement,üben,1
excitement,begeistern,1
excitement,hochzeit,3
excitement,bremen,1
excitement,stattfindet,1
excitement,gäste,1
excitement,lied,1
excitement,geschichte,1
excitement,erzählt,1
excitement,leute,1
excitement,denen,1
excitement,schloss,1
excitement,begegnet,1
excitement,interessiert,1
excitement,federvieh,1
excitement,nahe,1
excitement,gelegenen,1
excitement,feiert,1
excitement,susanne,1
excitement,sechzehnten,1
excitement,wandern,1
excitement,burschen,1
excitement,dritt,1
excitement,–,3
excitement,spaß,1
excitement,kraft,1
excitement,joringel,1
excitement,hingegen,1
excitement,begeistert,1
excitement,umgebung,1
excitement,insbesondere,1
excitement,jorinde,1
excitement,allerlei,1
excitement,zaubertricks,1
excitement,geschicklichkeiten,1
excitement,etwa,1
excitement,jonglieren,1
excitement,triumphierend,1
excitement,stürmt,1
excitement,stiefmutter,4
excitement,hütte,1
excitement,jubelt,1
excitement,lippen,1
excitement,rot,1
excitement,blut,1
excitement,haare,2
excitement,schwarz,1
excitement,ebenholz,1
excitement,haut,1
excitement,weiß,1
excitement,schnee,1
excitement,beim,1
excitement,bestimmten,1
excitement,liedes,1
excitement,beginnen,1
excitement,leuchten,1
excitement,entfalten,1
excitement,wunderkraft,1
excitement,zuvor,1
excitement,blume,1
excitement,bartolomäus,1
excitement,bohdanka,1
excitement,heiraten,1
excitement,erwarten,1
excitement,kind,1
excitement,dornröschen,1
excitement,ganzen,1
excitement,herrscht,1
excitement,aufregung,2
excitement,könig,1
excitement,stefan,1
excitement,frau,1
excitement,tochter,1
excitement,bekommt,1
excitement,16,1
excitement,feen,1
excitement,anlass,1
excitement,aufgeregt,1
excitement,beschäftigt,1
excitement,röschen,1
excitement,aurora,1
excitement,nennen,1
excitement,überraschungen,1
excitement,vorzubereiten,1
excitement,``,1
excitement,ach,1
excitement,mirs,1
excitement,ergehen,1
excitement,'',1
excitement,brachte,1
excitement,schüssel,1
excitement,freute,3
excitement,glaubte,2
excitement,dürfte,2
excitement,gehen,2
excitement,trug,1
excitement,schüsseln,1
excitement,ging,1
excitement,immer,1
excitement,weite,1
excitement,hinein,1
excitement,schaute,1
excitement,ruhte,1
excitement,fast,1
excitement,sieben,1
excitement,jahre,1
excitement,herum,1
excitement,meinte,1
excitement,wären,1
excitement,bald,1
excitement,erlöst,1
excitement,weit,1
excitement,davon,1
excitement,stand,1
excitement,plötzlich,1
excitement,dunkle,1
excitement,fee,1
excitement,drachen,1
excitement,verwandelte,1
excitement,groß,1
excitement,turm,1
excitement,feurig,1
excitement,zorn,1
excitement,schenke,1
excitement,erste,1
excitement,herzen,1
excitement,bringst,1
excitement,sagte,1
excitement,kurz,1
excitement,finalen,1
excitement,leons,1
excitement,abendkleid,1
excitement,verschwand,1
excitement,gerieten,1
excitement,schwestern,1
excitement,aufruhr,1
excitement,zogen,1
excitement,sechs,1
excitement,—,2
excitement,ella,1
excitement,hinaus,1
excitement,bereit,1
excitement,abenteuer,1
excitement,begegnen,1
excitement,minerva,1
excitement,calliope,1
excitement,kreischten,1
excitement,sah,1
excitement,große,1
excitement,chance,1
excitement,gekommen,1
approval,festen,2
approval,überzeugung,1
approval,gustav,1
approval,wald,1
approval,schon,1
approval,ring,1
approval,finden,2
approval,gehen,1
approval,gerhard,1
approval,gebhard,1
approval,wirtshaus,1
approval,tatsächlich,1
approval,gelingt,1
approval,tag,2
approval,besser,1
approval,gestellten,1
approval,aufgaben,1
approval,bewältigen,1
approval,tiere,2
approval,setzen,1
approval,gemeinsam,2
approval,fort,2
approval,verträumt,1
approval,teils,1
approval,kindlicher,1
approval,unbefangenheit,1
approval,sogar,1
approval,sprache,1
approval,verstehen,1
approval,herz,1
approval,gegensatz,1
approval,brüdern,1
approval,rechten,2
approval,fleck,1
approval,widerwillig,1
approval,stimmt,1
approval,verhängt,1
approval,haus,2
approval,eltern,2
approval,spiegel,2
approval,aufmerksamkeit,1
approval,modezaren,1
approval,paul,1
approval,petit,1
approval,erregen,1
approval,lässt,3
approval,label,1
approval,antreten,1
approval,arbeit,1
approval,schnell,2
approval,getan,1
approval,verändert,1
approval,dabei,1
approval,spitze,1
approval,zähne,1
approval,lange,1
approval,zunge,1
approval,grüne,1
approval,blitzende,1
approval,augen,1
approval,frisst,1
approval,besonders,1
approval,gerne,1
approval,junge,1
approval,geißlein,1
approval,bietet,1
approval,müllerburschen,1
approval,ebenfalls,1
approval,schönes,1
approval,pferd,1
approval,verführen,1
approval,versprechen,1
approval,gegenüber,1
approval,kätzchen,1
approval,einhalten,1
approval,wundermittel,1
approval,erdenkliche,1
approval,krankheit,1
approval,heilen,1
approval,düsterwald,1
approval,hilfe,3
approval,liebe,3
approval,schaffen,1
approval,treuen,1
approval,frau,1
approval,vermöge,1
approval,erlösen,2
approval,könig,4
approval,mittlerweile,1
approval,fluss,1
approval,angekommen,1
approval,bekommt,3
approval,fährmann,1
approval,ruder,1
approval,hand,2
approval,gedrückt,1
approval,wodurch,1
approval,freiheit,2
approval,gerechte,1
approval,strafe,1
approval,mutter,3
approval,bereits,1
approval,gemerkt,1
approval,kinder,1
approval,mehr,6
approval,hause,1
approval,kommen,1
approval,erzählt,1
approval,vater,3
approval,königin,1
approval,hoffnungsvoll,1
approval,befragt,1
approval,antwort,2
approval,letzten,1
approval,male,1
approval,kaum,1
approval,schneewittchen,2
approval,abgebissen,1
approval,taumelt,1
approval,fällt,1
approval,boden,1
approval,glück,4
approval,jungen,2
approval,prinzen,1
approval,steht,1
approval,wege,1
approval,zuhause,1
approval,erzählen,1
approval,schwestern,1
approval,erlebnissen,1
approval,männlein,1
approval,sagt,1
approval,wer,4
approval,blaue,1
approval,licht,1
approval,macht,3
approval,tränen,1
approval,enthalten,1
approval,jedoch,1
approval,magischen,1
approval,fähigkeiten,1
approval,trifft,1
approval,riders,1
approval,wange,1
approval,belebt,1
approval,setzt,1
approval,kind,1
approval,lächelnd,1
approval,meint,1
approval,mädchen,3
approval,„,12
approval,braucht,1
approval,räte,1
approval,befragen,1
approval,bin.,1
approval,“,15
approval,nein,1
approval,weiß,1
approval,freudige,1
approval,bauer,1
approval,heinrich,1
approval,sechs,1
approval,söhne,1
approval,unsinn,1
approval,kopf,1
approval,wort,2
approval,gegeben,1
approval,gedenkt,1
approval,brechen,1
approval,erfolglosen,1
approval,versuchen,1
approval,korbflechten,1
approval,dingen,2
approval,versucht,1
approval,spielmann,1
approval,handel,1
approval,töpfen,1
approval,krügen,1
approval,markt,3
approval,prinzessin,2
approval,erste,2
approval,erfolge,2
approval,erzielen,1
approval,wenig,1
approval,später,1
approval,erzielt,1
approval,verkauf,1
approval,bemalter,1
approval,töpfe,1
approval,krüge,1
approval,clementiannas,1
approval,regierung,1
approval,land,1
approval,langsam,1
approval,sicher,1
approval,pleite,1
approval,getrieben,1
approval,geld,1
approval,vorhanden,1
approval,steuern,1
approval,verarmten,1
approval,dorf,1
approval,erneut,1
approval,erhöhen,1
approval,trotz,1
approval,geschehnisse,1
approval,zeigt,1
approval,ray,1
approval,freude,1
approval,frösche,1
approval,bevor,1
approval,stirbt,1
approval,kürdchens,1
approval,erfahren,1
approval,leopold,1
approval,rollentausch,1
approval,wäre,2
approval,beide,1
approval,gutes,2
approval,geschäft,1
approval,rotkäppchen,1
approval,ging,1
approval,fröhlich,1
approval,tat,1
approval,niemand,1
approval,leid,1
approval,stirbst,1
approval,sieben,1
approval,jahren,1
approval,bleibst,1
approval,leben,4
approval,frei,3
approval,reich,2
approval,lebtag.,1
approval,soldat,1
approval,dachte,1
approval,große,1
approval,not,1
approval,befand,1
approval,oft,1
