Emotion,Token,Frequency
nervousness,angeschwollen,1
nervousness,stiefeln,1
nervousness,gedrückt,1
nervousness,wurden,1
nervousness,hartem,1
nervousness,gelegen,1
nervousness,ganzen,1
nervousness,körper,1
nervousness,ganz,1
nervousness,braun,1
nervousness,blau,1
sadness,seejungfrau,1
sadness,bleibt,1
sadness,traurig,15
sadness,wendet,1
sadness,ganz,5
sadness,schönen,3
sadness,messer,2
sadness,gleitet,1
sadness,meer,1
sadness,böse,2
sadness,stiefmutter,1
sadness,tod,2
sadness,mutter,3
sadness,könig,5
sadness,verhext,1
sadness,elisa,5
sadness,brüdern,1
sadness,getrennt,1
sadness,arbeit,1
sadness,hemden,1
sadness,darf,1
sadness,wort,2
sadness,sprechen,2
sadness,schwäne,1
sadness,geweiht,1
sadness,unzufrieden,1
sadness,leben,2
sadness,führt,1
sadness,unglückliche,1
sadness,beziehung,2
sadness,weinen,8
sadness,mädchen,10
sadness,gerade,4
sadness,erwacht,2
sadness,eltern,2
sadness,tröstet,1
sadness,prinzessin,4
sadness,verliert,1
sadness,–,4
sadness,glauben,1
sadness,troll,1
sadness,sei,3
sadness,tot,1
sadness,besinnung,1
sadness,geht,1
sadness,davon,3
sadness,weinend,1
sadness,leise,1
sadness,trompetend,1
sadness,lässt,1
sadness,schließlich,1
sadness,rand,1
sadness,sees,1
sadness,nieder,1
sadness,unglück,1
sadness,gerät,1
sadness,schiff,1
sadness,sturm,1
sadness,erik,1
sadness,bord,1
sadness,geschwemmt,1
sadness,beiden,1
sadness,kehren,1
sadness,hotel,1
sadness,zurück,3
sadness,gerdas,2
sadness,vater,6
sadness,inzwischen,1
sadness,trauer,3
sadness,verlust,1
sadness,tochter,3
sadness,geschlossen,1
sadness,erzählt,1
sadness,schon,2
sadness,braut,1
sadness,ausgesucht,1
sadness,heiraten,2
sadness,müsse,1
sadness,dabei,2
sadness,stellt,1
sadness,heraus,2
sadness,immer,2
sadness,person,2
sadness,stirbt,1
sadness,schuhe,3
sadness,wegnehmen,1
sadness,möchte,1
sadness,arme,21
sadness,kay,1
sadness,splitterchen,1
sadness,herz,9
sadness,hinein,1
sadness,bekommen,1
sadness,erschrak,1
sadness,kleine,11
sadness,gerda,3
sadness,fing,2
sadness,allein,4
sadness,niemand,1
sadness,außer,1
sadness,sperlingen,1
sadness,hörte,2
sadness,konnten,1
sadness,land,3
sadness,tragen,1
sadness,``,14
sadness,armes,4
sadness,kleines,5
sadness,kind,4
sadness,'',13
sadness,höre,2
sadness,frauen,1
sadness,trauergesang,1
sadness,ruf,1
sadness,priester,1
sadness,enkelin,1
sadness,schönes,1
sadness,dienstmädchen,1
sadness,kehrte,3
sadness,kurzen,1
sadness,besuch,1
sadness,heim,2
sadness,alte,5
sadness,großmutter,1
sadness,wurden,1
sadness,hungrig,1
sadness,durstig,1
sadness,schloß,2
sadness,erhielten,1
sadness,glas,2
sadness,laues,1
sadness,wasser,5
sadness,träume,1
sadness,sausten,1
sadness,pferde,1
sadness,stube,2
sadness,herein,2
sadness,räubermädchen,1
sadness,groß,2
sadness,stärker,1
sadness,breitschultriger,1
sadness,dunkler,1
sadness,haut,1
sadness,augen,7
sadness,schwarz,1
sadness,sahen,1
sadness,fast,2
sadness,stand,5
sadness,handschuhe,1
sadness,mitten,3
sadness,fürchterlichen,1
sadness,eiskalten,1
sadness,finnmarken,1
sadness,ach,3
sadness,krank,4
sadness,mehr,5
sadness,drinnen,2
sadness,leute,2
sadness,sicher,2
sadness,entschuldigung,1
sadness,sagte,3
sadness,justizrath,1
sadness,wirthin,1
sadness,unwohl,1
sadness,geworden,2
sadness,droschke,1
sadness,christianshafen,1
sadness,hinaus,2
sadness,besorgen,1
sadness,lassen,2
sadness,zwei,2
sadness,kamen,3
sadness,zweifarbige,1
sadness,haube,1
sadness,zeit,1
sadness,kam,5
sadness,ward,3
sadness,offizier,1
sadness,nimmer,1
sadness,reich,2
sadness,armer,4
sadness,hilf,1
sadness,erbarmer,2
sadness,arm,3
sadness,nie,2
sadness,poesie,1
sadness,gold,1
sadness,weißt,1
sadness,'s,1
sadness,wächter,1
sadness,draußen,1
sadness,straße,3
sadness,weit,3
sadness,glücklicher,1
sadness,regen,2
sadness,strömte,2
sadness,herab,2
sadness,mensch,1
sadness,erblicken,1
sadness,pfortenklingel,1
sadness,konnte,7
sadness,erreichen,1
sadness,loskommen,1
sadness,herauf,1
sadness,gekommen,1
sadness,schlaf,2
sadness,verfallen,1
sadness,langen,1
sadness,weißen,2
sadness,gardinen,1
sadness,hingen,1
sadness,fenstern,1
sadness,fußboden,2
sadness,schwarze,1
sadness,sarg,2
sadness,lag,4
sadness,stillen,1
sadness,todesschlaf,1
sadness,wunsch,1
sadness,erfüllt,1
sadness,körper,1
sadness,ruhte,1
sadness,geist,1
sadness,reiste,1
sadness,größte,1
sadness,leiden,1
sadness,sieht,1
sadness,welt,4
sadness,oft,1
sadness,reisekamerad,1
sadness,johannes,4
sadness,tief,1
sadness,betrübt,3
sadness,genesen,1
sadness,weinte,7
sadness,gar,3
sadness,niemanden,1
sadness,ganzen,2
sadness,weder,3
sadness,schwester,2
sadness,bruder,1
sadness,ganzes,1
sadness,erbtheil,1
sadness,gern,2
sadness,geben,1
sadness,ehrlich,1
sadness,versprechen,1
sadness,wollt,1
sadness,armen,2
sadness,todten,1
sadness,mann,2
sadness,ruhe,1
sadness,bursche,1
sadness,herr,1
sadness,hilft,1
sadness,wohl,1
sadness,nahe,2
sadness,glitt,1
sadness,fuß,2
sadness,fiel,1
sadness,that,2
sadness,lauten,1
sadness,schrei,2
sadness,bein,1
sadness,gebrochen,1
sadness,frau,2
sadness,komödie,1
sadness,puppen,1
sadness,besaß,1
sadness,unterlassen,1
sadness,wirklich,2
sadness,ihretwegen,1
sadness,leid,1
sadness,hexe,2
sadness,schuld,2
sadness,daran,2
sadness,viele,1
sadness,herrliche,1
sadness,prinzen,2
sadness,verloren,1
sadness,machst,1
sadness,unglücklich,2
sadness,nehme,1
sadness,herzen,5
sadness,augenblicke,1
sadness,verschwunden,1
sadness,viehtreiber,1
sadness,alt,1
sadness,dahin,1
sadness,kommen,2
sadness,befühlte,1
sadness,schweinehirt,1
sadness,schalt,1
sadness,hernieder,1
sadness,hause,1
sadness,wirkliche,1
sadness,kälte,3
sadness,finsterniß,1
sadness,ging,3
sadness,bloßem,1
sadness,kopfe,1
sadness,nackten,1
sadness,füßen,1
sadness,zitternd,1
sadness,hunger,1
sadness,schlich,1
sadness,einher,1
sadness,bild,2
sadness,jammers,1
sadness,großer,1
sadness,alter,2
sadness,wagen,1
sadness,darin,1
sadness,saß,1
sadness,dame,2
sadness,betrachtete,1
sadness,fühlte,6
sadness,mitleid,3
sadness,prediger,1
sadness,hört,1
sadness,gebt,1
sadness,annehmen,1
sadness,morgens,1
sadness,tanzte,2
sadness,thüre,1
sadness,vorbei,1
sadness,gut,2
sadness,kannte,2
sadness,tönte,1
sadness,psalmengesang,1
sadness,wurde,8
sadness,herausgetragen,1
sadness,blumen,1
sadness,geschmückt,1
sadness,wußte,3
sadness,gestorben,2
sadness,verlassen,2
sadness,gottes,1
sadness,engel,1
sadness,verdammt,1
sadness,predigerfrau,1
sadness,nahm,1
sadness,dienst,1
sadness,ganze,2
sadness,nacht,2
sadness,müde,1
sadness,kummervoll,1
sadness,erscholl,1
sadness,schaaren,1
sadness,wilder,1
sadness,gänse,1
sadness,flogen,1
sadness,schilfe,1
sadness,entlein,2
sadness,wahrlich,1
sadness,prächtigen,1
sadness,thiere,1
sadness,eigenthümlichen,1
sadness,traurigkeit,1
sadness,befangen,1
sadness,tut,1
sadness,weh,2
sadness,schien,1
sadness,erschrocken,2
sadness,augenblick,1
sadness,holte,1
sadness,mehrere,1
sadness,herbei,1
sadness,seejungfer,4
sadness,sah,4
sadness,prinz,6
sadness,anlächelte,1
sadness,lächelte,1
sadness,ja,2
sadness,gerettet,1
sadness,große,1
sadness,gebäude,1
sadness,geführt,2
sadness,tauchte,1
sadness,hinab,1
sadness,vaters,1
sadness,fragte,1
sadness,wer,1
sadness,wäre,1
sadness,hierhergekommen,1
sadness,mild,1
sadness,dunkelblauen,1
sadness,schöner,1
sadness,gesungen,1
sadness,entzückt,1
sadness,besonders,1
sadness,findelkind,1
sadness,nannte,1
sadness,fort,2
sadness,male,1
sadness,erde,1
sadness,berührte,1
sadness,schmerz,3
sadness,scharfe,1
sadness,träte,1
sadness,nachts,1
sadness,schwestern,2
sadness,sangen,1
sadness,dahinschwammen,1
sadness,winkte,1
sadness,erkannten,1
sadness,erzählten,1
sadness,seien,1
sadness,empor,1
sadness,schauten,1
sadness,rangen,1
sadness,hände,2
sadness,küßte,1
sadness,hand,1
sadness,brechen,1
sadness,dachte,2
sadness,todesnacht,1
sadness,verlor,1
sadness,wirbelte,1
sadness,tanze,1
sadness,schwebte,2
sadness,schwalbe,2
sadness,schwebt,1
sadness,verfolgt,1
sadness,jubelten,1
sadness,bewunderung,1
sadness,wundersam,1
sadness,getanzt,1
sadness,schnitt,1
sadness,scharfen,1
sadness,messern,1
sadness,zarten,1
sadness,füße,2
sadness,schmerzte,1
sadness,hast,1
sadness,ganzem,1
sadness,erstrebt,1
sadness,woche,1
sadness,darauf,1
sadness,brachte,1
sadness,bauerpaare,1
sadness,lange,2
sadness,währte,1
sadness,redete,1
sadness,kümmerte,1
sadness,landmanns,1
sadness,spielte,1
sadness,grünen,2
sadness,blatte,1
sadness,spielzeug,1
sadness,elf,2
sadness,brüder,3
sadness,dafür,1
sadness,trauerte,1
sadness,duftende,1
sadness,gärten,1
sadness,prächtige,1
sadness,säle,1
sadness,hineingeführt,1
sadness,lächeln,1
sadness,lippen,1
sadness,sprach,2
sadness,schwererer,1
sadness,ring,1
sadness,dämmerte,1
sadness,erst,1
sadness,stunde,1
sadness,sonne,2
sadness,standen,1
sadness,pforte,1
sadness,schlosses,1
sadness,verlangten,1
sadness,wesen,1
sadness,erwachte,1
sadness,frühmorgens,1
sadness,recht,1
sadness,bitterlich,1
sadness,seiten,1
sadness,großen,2
sadness,blattes,1
sadness,däumelinchen,3
sadness,flog,1
sadness,sommer,1
sadness,walde,1
sadness,stellte,1
sadness,tür,1
sadness,bettelmädchen,1
sadness,bat,1
sadness,stück,1
sadness,gerstenkorn,1
sadness,seit,1
sadness,tagen,1
sadness,mindeste,1
sadness,essen,1
sadness,gehabt,1
sadness,tote,1
sadness,flügel,1
sadness,fest,1
sadness,seite,1
sadness,gedrückt,1
sadness,kopf,2
sadness,federn,1
sadness,gezogen,1
sadness,vogel,2
sadness,muß,1
sadness,erbärmlich,1
sadness,kleiner,1
sadness,geboren,1
sadness,lebewohl,1
sadness,sagen,1
sadness,feldmaus,1
sadness,türe,1
sadness,sehen,1
sadness,dürfen,1
sadness,enthalten,1
sadness,gestand,1
sadness,verliebt,1
sadness,einfaches,1
sadness,weinten,1
sadness,—,3
sadness,versuchte,1
sadness,trösten,1
sadness,wandte,1
sadness,ab,1
sadness,schöne,1
sadness,wanderte,3
sadness,frei,1
sadness,schwer,2
sadness,stadt,2
sadness,laut,1
sadness,menschen,1
sadness,hastig,1
sadness,zerbrach,1
sadness,dünnes,1
sadness,kornbluth,1
sadness,bekam,1
sadness,„,3
sadness,vielleicht,1
sadness,fee,1
sadness,geirrt,1
sadness,“,4
sadness,murmelte,1
sadness,melchior,1
sadness,gregor,1
sadness,scheiterten,1
sadness,kläglich,1
sadness,fenster,1
sadness,lina,1
sadness,ziehen,1
sadness,süß,1
sadness,schmerzlich,1
sadness,zugleich,1
sadness,klein,1
sadness,licht,2
sadness,tat,1
sadness,atmete,1
sadness,erinnerung,2
sadness,hoffnung,1
sadness,bitterkalt,1
sadness,inga,1
sadness,zündete,1
sadness,hölzchen,1
sadness,leitete,1
sadness,größer,1
sadness,hallte,1
sadness,eis,1
sadness,tages,1
sadness,traf,1
sadness,elsa,1
sadness,anna,1
sadness,versehentlich,1
sadness,sank,1
sadness,bewusstlos,1
sadness,boden,1
sadness,rot,1
sadness,schwer.,1
sadness,schwerer,2
sadness,webte,1
sadness,wund,1
sadness,brannten,1
sadness,grauen,1
sadness,wind,1
sadness,gassen,1
sadness,pfiff,1
sadness,hungriger,1
sadness,hund,1
sadness,lebte,1
sadness,namens,1
sadness,hella,2
sadness,brauche,1
sadness,mehr.,1
sadness,starb,1
sadness,streichholzmädchen,1
sadness,gesucht,1
sadness,wälder,1
sadness,felder,1
sadness,retten,1
sadness,endlich,1
sadness,stimme,1
sadness,lied,1
sadness,vermisst,1
sadness,zog,1
sadness,kleinen,1
sadness,tae‑soo,1
sadness,altes,1
sadness,wirkendes,1
sadness,apartment,1
sadness,goksung‑station,1
sadness,verdunkelt,1
sadness,wenig,1
sadness,gekränkt,1
sadness,wald,1
sadness,maria,1
sadness,blieb,1
sadness,zugeben,1
sadness,liebte.,1
sadness,zauberer,1
sadness,machte,1
sadness,vorwürfe,1
sadness,evan,1
sadness,kummer,1
caring,böse,1
caring,helfen,3
caring,nixe,2
caring,schaden,1
caring,roten,1
caring,stein,1
caring,belohnung,1
caring,–,3
caring,schon,2
caring,bekommen,1
caring,mutter,1
caring,kleinen,2
caring,wasser,2
caring,entfalten,1
caring,seeblumen,1
caring,schiff,2
caring,schützend,1
caring,umblühen,1
caring,nachdem,1
caring,däumelinchen,1
caring,halb,1
caring,erfrorene,1
caring,schwalbe,1
caring,findet,1
caring,pflegt,1
caring,vogel,2
caring,gesund,1
caring,trifft,1
caring,hilfsbereiten,1
caring,gendarmen,1
caring,fasst,1
caring,vertrauen,1
caring,klärt,1
caring,zustände,1
caring,heim,1
caring,begibt,1
caring,suche,1
caring,verschwundenen,1
caring,freundin,1
caring,emil,1
caring,kümmert,1
caring,fürsorglich,1
caring,waisenkinder,1
caring,gibt,2
caring,frau,1
caring,landfried,1
caring,entlassung,1
caring,gefängnis,1
caring,angestellte,1
caring,zweite,1
caring,chance,1
caring,arbeiten,1
caring,auskommen,1
caring,verdienen,1
caring,schlecht,1
caring,behandelt,1
caring,endlich,1
caring,hella,1
caring,jemanden,1
caring,sorgen,1
caring,pflege,1
caring,schätzen,1
caring,weiß,1
caring,herabsausende,1
caring,schwert,1
caring,zerbricht,1
caring,rettet,1
caring,schwester,2
caring,glas,1
caring,herzen,4
caring,saß,1
caring,daher,1
caring,kam,1
caring,kleine,4
caring,gerda,1
caring,neckte,1
caring,ganzem,2
caring,gut,3
caring,lebe,4
caring,wohl,5
caring,'',14
caring,gib,1
caring,mädchen,2
caring,recht,3
caring,acht,2
caring,``,8
caring,unglücklich,1
caring,segnet,1
caring,augenblick,1
caring,galoschen,2
caring,los,1
caring,segne,1
caring,erbarmer,1
caring,gewisse,1
caring,dinge,1
caring,welt,3
caring,auszusprechen,1
caring,vorsichtig,2
caring,muß,3
caring,doppelt,1
caring,glücks,1
caring,füßen,1
caring,gönnen,1
caring,spaziergang,1
caring,vielen,1
caring,sitzen,1
caring,sicher,1
caring,wohlthuend,1
caring,wirken,1
caring,zuerst,1
caring,ging,1
caring,kirchhofe,1
caring,vaters,1
caring,grab,1
caring,betete,1
caring,vaterunser,1
caring,sagte,2
caring,johannes,1
caring,nickte,1
caring,lebewohl,2
caring,kobold,1
caring,schwenkte,1
caring,rothe,1
caring,mütze,1
caring,legte,1
caring,hand,1
caring,herz,3
caring,warf,1
caring,viele,1
caring,kußhändchen,1
caring,zeigen,1
caring,glückliche,1
caring,reise,1
caring,wünsche,1
caring,draußen,1
caring,schlosse,1
caring,prinzessin,1
caring,flüsterte,1
caring,zugleich,1
caring,denke,1
caring,kopf,2
caring,geschwind,1
caring,fluß,1
caring,werfen,1
caring,ertrinkt,1
caring,sagt,1
caring,dergleichen,1
caring,könnt,1
caring,verlieren,1
caring,kommt,2
caring,große,1
caring,führen,1
caring,entenhof,1
caring,präsentiren,1
caring,haltet,1
caring,immer,2
caring,nahe,1
caring,niemand,1
caring,trete,1
caring,nehmt,1
caring,katzen,1
caring,bilde,1
caring,kind,1
caring,willst,1
caring,erleiden,1
caring,streck,1
caring,zunge,1
caring,hervor,1
caring,schneide,1
caring,ab,1
caring,bezahlung,1
caring,bekommst,1
caring,dafür,2
caring,kräftigen,1
caring,trank,1
caring,jüngste,1
caring,fand,1
caring,meeresufer,1
caring,rettete,4
caring,leben,1
caring,gehört,1
caring,heiligen,1
caring,tempel,1
caring,gesagt,1
caring,nie,1
caring,hinaus,1
caring,begegnen,1
caring,einander,1
caring,mehr,1
caring,sehe,1
caring,tag,1
caring,bringen,2
caring,fort,1
caring,weicher,1
caring,feinen,1
caring,hände,1
caring,formt,1
caring,steine,1
caring,fühlt,1
caring,schmerzen,1
caring,finger,1
caring,fühlen,1
caring,leidet,1
caring,angst,1
caring,qual,1
caring,aushalten,1
caring,mußt,1
caring,bat,1
caring,toten,1
caring,fürchten,1
caring,gange,1
caring,liege,1
caring,bleib,1
caring,warmen,1
caring,bette,1
caring,pflegen,1
caring,widerspenstig,1
caring,weißen,1
caring,zähnen,1
caring,beißen,1
caring,helle,1
caring,sonne,1
caring,arielle,1
caring,beobachtete,1
caring,sturm,1
caring,zerschlug,1
caring,prinzen,1
caring,ertrinken,1
caring,begann,1
caring,schlagen,1
caring,annas,1
caring,opfer,1
caring,akt,1
caring,wahrer,1
caring,liebe,1
caring,—,2
caring,ersten,1
caring,mal,1
caring,durfte,1
caring,jemandem,1
caring,fürsorge,1
caring,brauchte,1
caring,glück,1
caring,lyria,1
caring,trug,1
caring,nacht,1
caring,strand,1
caring,legen,1
caring,konnte,1
caring,gebe,1
caring,beine,1
caring,schmerz,1
caring,ständiger,1
caring,begleiter,1
caring,elf,1
caring,schwäne,1
caring,wurde,1
caring,königin,1
caring,blieb,1
caring,stille,1
caring,sanfte,1
caring,seele,1
caring,blutenden,1
caring,händen,1
caring,unerschütterlichem,1
caring,brüder,1
caring,gerettet,1
fear,königliche,1
fear,meeresfamilie,1
fear,sieht,1
fear,voll,1
fear,schrecken,1
fear,weitem,1
fear,entsetzte,2
fear,junge,2
fear,mädchen,2
fear,flieht,2
fear,hässlichen,1
fear,dummen,1
fear,bräutigam,1
fear,seerosenblatt,1
fear,stiel,1
fear,freundlichen,1
fear,fischen,1
fear,durchgenagt,1
fear,entkommen,2
fear,mutter,1
fear,entsetzt,4
fear,geschehene,1
fear,gutzumachen,1
fear,prinzessin,6
fear,kündigt,1
fear,aufgebracht,1
fear,entscheidende,1
fear,dritte,1
fear,frage,2
fear,kommenden,2
fear,tag,3
fear,emil,2
fear,angst,13
fear,angedrohten,1
fear,züchtigung,1
fear,übergibt,1
fear,inga,1
fear,selbstlos,1
fear,wenige,1
fear,verdiente,1
fear,geld,1
fear,drei,1
fear,hölzer,1
fear,abkauft,1
fear,begibt,1
fear,allein,4
fear,suche,1
fear,weiterer,1
fear,kundschaft,1
fear,jan,3
fear,furcht,2
fear,ergriffen,2
fear,drängt,1
fear,reisekamerad,1
fear,aufgabe,2
fear,stellen,1
fear,nacht,6
fear,erscheint,1
fear,hund,5
fear,nimmt,1
fear,schreckgeweiteten,1
fear,augen,2
fear,kammerfrau,1
fear,panik,4
fear,elsa,4
fear,nordberg,1
fear,entfesselt,1
fear,unabsichtlich,1
fear,ewigen,1
fear,winter,2
fear,arendelle,2
fear,irrt,1
fear,verängstigt,2
fear,wald,2
fear,bereut,1
fear,schon,1
fear,weggelaufen,1
fear,flogen,1
fear,höher,2
fear,gott,1
fear,engeln,1
fear,näher,1
fear,erzitterte,1
fear,spiegel,1
fear,fürchterlich,2
fear,grinsen,1
fear,händen,2
fear,entfiel,1
fear,erde,1
fear,stürzte,2
fear,hundert,1
fear,millionen,1
fear,billionen,1
fear,mehr,2
fear,stücke,1
fear,zersprang,1
fear,stiefel,1
fear,knarrten,1
fear,gar,1
fear,gewaltig,1
fear,laut,1
fear,wurde,7
fear,bange,4
fear,'',12
fear,oh,1
fear,gerdas,2
fear,herz,3
fear,sehnsucht,2
fear,pochte,1
fear,abend,2
fear,kitzele,1
fear,scharfen,2
fear,messer,1
fear,halse,2
fear,davor,2
fear,furchtet,1
fear,gerda,2
fear,blickte,1
fear,furchtsam,1
fear,freilich,1
fear,weit,2
fear,größer,1
fear,fürchterlicher,1
fear,lebten,1
fear,größte,1
fear,erstreckte,1
fear,mehrere,1
fear,meilen,1
fear,lang,2
fear,aeltere,1
fear,sah,9
fear,finster,1
fear,sorge,3
fear,geht,1
fear,immer,2
fear,höchsteigner,1
fear,person,1
fear,geschäfte,1
fear,besorgen,1
fear,weiß,1
fear,selbige,1
fear,gut,1
fear,ausgeführt,1
fear,``,7
fear,ja,3
fear,schrecklich,4
fear,schmuzig,1
fear,erschrecklich,8
fear,oststraße,1
fear,erkennen,1
fear,schrecklichste,2
fear,augenblick,2
fear,leben,1
fear,glas,1
fear,punsch,1
fear,gewirkt,1
fear,muß,1
fear,gedachte,1
fear,noth,2
fear,ausgestanden,1
fear,pries,1
fear,herzen,3
fear,glückliche,1
fear,wirklichkeit,1
fear,zeit,1
fear,mängeln,1
fear,besser,1
fear,sei,3
fear,kurzem,1
fear,gedichte,1
fear,schreibt,1
fear,verliebt,1
fear,besonnener,1
fear,mann,1
fear,läßt,1
fear,drucken,1
fear,erschreckliches,1
fear,schneewetter,1
fear,copist,1
fear,fühlte,1
fear,tödtlichsten,1
fear,schreck,2
fear,flog,1
fear,fenster,1
fear,häuser,1
fear,straßen,2
fear,davon,2
fear,zuletzt,1
fear,mußte,1
fear,ausruhen,1
fear,unruhiger,1
fear,traum,1
fear,böses,1
fear,wetter,2
fear,sputete,1
fear,dach,1
fear,fach,1
fear,gelangen,1
fear,bald,1
fear,finstere,1
fear,erreichte,2
fear,endlich,1
fear,kleine,3
fear,kirche,1
fear,ganz,8
fear,einsam,1
fear,kleinen,2
fear,hügel,1
fear,lag,1
fear,dicke,1
fear,wolken,1
fear,später,1
fear,leute,1
fear,wirthshause,1
fear,bett,1
fear,gegangen,1
fear,jemand,1
fear,tief,1
fear,seufzte,1
fear,lange,1
fear,fortfuhr,1
fear,aufstanden,1
fear,sehen,2
fear,wer,1
fear,schauerlich,1
fear,schauderte,1
fear,menschen,1
fear,anzusehen,1
fear,saß,2
fear,gerade,3
fear,steinbild,1
fear,konnte,2
fear,einziges,1
fear,wort,1
fear,sagen,1
fear,entsetzlich,3
fear,furchtbar,1
fear,sagte,3
fear,klaus,2
fear,tat,1
fear,fürchte,4
fear,sacke,1
fear,steckte,1
fear,wind,1
fear,pfiff,1
fear,ohren,1
fear,brücke,1
fear,hinunter,2
fear,kalte,1
fear,wasser,4
fear,warfst,1
fear,lege,1
fear,stein,1
fear,hinein,1
fear,untersinke,1
fear,große,2
fear,vieh,1
fear,finden,1
fear,abends,1
fear,zog,2
fear,furchtbares,1
fear,blitzte,1
fear,donnerte,1
fear,regen,1
fear,herab,1
fear,soldat,1
fear,schreckliche,1
fear,danach,1
fear,wunderschöne,1
fear,wiederzusehen,1
fear,kam,3
fear,nahm,4
fear,lief,2
fear,alte,1
fear,hofdame,1
fear,wasserstiefel,1
fear,ebenso,1
fear,schnell,2
fear,hinterdrein,1
fear,ging,2
fear,muthig,1
fear,kirchhofsthüre,1
fear,rothen,1
fear,schuhe,1
fear,her,1
fear,tanzen,2
fear,kehrte,1
fear,bereute,1
fear,recht,1
fear,sünde,1
fear,angeführt,1
fear,worden,1
fear,jungen,1
fear,drinnen,2
fear,schrecklicher,1
fear,lärmen,1
fear,zwei,1
fear,familien,1
fear,aalkopf,1
fear,bissen,1
fear,ende,1
fear,bekam,3
fear,katze,1
fear,arme,1
fear,entlein,3
fear,wendete,1
fear,kopf,1
fear,flügel,1
fear,stecken,1
fear,stand,2
fear,großer,1
fear,dicht,1
fear,zunge,1
fear,hing,1
fear,heraus,1
fear,leuchteten,1
fear,gräulich,1
fear,häßlich,1
fear,streckte,2
fear,rachen,1
fear,entgegen,1
fear,zeigte,1
fear,zähne,1
fear,platsch,1
fear,drehte,1
fear,rad,1
fear,rund,1
fear,herum,2
fear,hals,1
fear,hoch,1
fear,luft,1
fear,stieß,1
fear,lauten,1
fear,sonderbaren,1
fear,schrei,1
fear,fürchtete,6
fear,bucht,1
fear,traf,2
fear,schar,1
fear,kleiner,1
fear,menschenkinder,1
fear,nackend,1
fear,liefen,1
fear,umher,1
fear,plätscherten,1
fear,spielen,1
fear,erschreckt,2
fear,gelaufen,1
fear,kleines,1
fear,schwarzes,1
fear,tier,1
fear,gekommen,1
fear,nie,1
fear,zuvor,1
fear,gesehen,2
fear,bellte,1
fear,offene,1
fear,see,2
fear,kommen,1
fear,suchte,1
fear,schiffen,1
fear,segel,2
fear,herein,1
fear,überall,1
fear,herrschte,1
fear,grauen,1
fear,ruhig,1
fear,schwimmenden,1
fear,eisberg,1
fear,blauen,1
fear,blitze,1
fear,zickzack,1
fear,schimmernde,1
fear,herniederschlagen,1
fear,schreckliches,1
fear,unwetter,1
fear,anzuge,1
fear,deshalb,1
fear,nahmen,1
fear,matrosen,1
fear,schwestern,1
fear,vaters,1
fear,schloß,1
fear,meerhexe,1
fear,gehen,2
fear,gefürchtet,1
fear,seejungfer,1
fear,blieb,2
fear,erschrocken,2
fear,draußen,1
fear,stehen,1
fear,klopfte,1
fear,fast,2
fear,wäre,2
fear,umgekehrt,1
fear,dachte,2
fear,prinzen,1
fear,menschenseele,1
fear,machte,1
fear,mut,1
fear,erschien,1
fear,schrecklichtse,1
fear,dampf,1
fear,seltsamsten,1
fear,gestalten,1
fear,polypen,1
fear,zogen,1
fear,zurück,3
fear,leuchtenden,1
fear,trank,1
fear,sahen,1
fear,hand,2
fear,glänzte,1
fear,funkelnden,1
fear,stern,1
fear,hielte,1
fear,begegnen,1
fear,köstliche,1
fear,tracht,1
fear,ertönte,1
fear,jagdhorn,1
fear,bergen,1
fear,herzensangst,1
fear,böse,1
fear,that,1
fear,vorhabe,1
fear,schlich,1
fear,mondhellen,1
fear,garten,1
fear,langen,1
fear,alleen,1
fear,einsamen,1
fear,kirchhofe,1
fear,hinaus,1
fear,beichtstuhle,1
fear,könige,1
fear,miene,1
fear,finsterer,1
fear,elisa,1
fear,begriff,1
fear,weshalb,1
fear,ängstigte,1
fear,litt,1
fear,brüder,1
fear,einsame,1
fear,wanderung,1
fear,schrecklichen,1
fear,lamien,1
fear,wille,1
fear,fest,1
fear,sowie,1
fear,vertrauen,1
fear,herrn,1
fear,wich,1
fear,haufen,1
fear,seite,1
fear,fremde,1
fear,schützte,1
fear,rubin,1
fear,glühte,1
fear,mal,2
fear,wolle,1
fear,warnen,1
fear,frau,1
fear,unterwegs,1
fear,großen,1
fear,erwartete,1
fear,floh,2
fear,irrte,1
fear,derweil,1
fear,voller,2
fear,zweifel,1
fear,„,1
fear,“,2
fear,rief,1
fear,selbst.,1
fear,erschrak,1
fear,begleiter,1
fear,legte,1
fear,schulter,1
fear,wünschte,1
fear,dampfbad,1
fear,—,3
fear,sofort,1
fear,verzweifelt,1
fear,jedoch,2
fear,kaum,1
fear,verdient,1
fear,strafe,1
fear,häuptling,1
fear,heilte,1
fear,anna,3
fear,erinnerung,1
fear,elsas,2
fear,kräfte,1
fear,warnte,1
fear,größter,1
fear,feind,1
fear,verbrachte,1
fear,tage,1
fear,verschlossenen,1
fear,türen,1
fear,jemandem,1
fear,schaden,1
fear,eis,1
fear,schoss,1
fear,boden,1
fear,gefror,1
fear,gäste,1
fear,wichen,1
fear,berge,1
fear,erfuhr,1
fear,gefangen,1
fear,geriet,1
fear,erneut,1
fear,mitten,1
fear,schneesturm,1
fear,tobte,1
fear,geboren,1
fear,unruhig,1
fear,gedanken,1
fear,flatterten,1
fear,motten,1
fear,kerze,1
fear,dumm,1
fear,gehalten,1
fear,zugab,1
fear,lyria,1
fear,spürte,1
fear,zerbrach,1
