Author,Type,Title,Token,SentenceNr,Sentence,Sentiment
Andersen,Original,Die Galoschen des Glücks,holzkasten,326,"Aber durch das offene Fenster strahlte Gottes warme Sonne, herrliche Rosen nickten von dem kleinen Holzkasten auf dem Dache, und zwei himmelblaue Vögel sangen von kindlicher Freude, während die kranke Mutter um Segen für die Tochter flehte.",neutral
Andersen,Original,Die Galoschen des Glücks,dache,326,"Aber durch das offene Fenster strahlte Gottes warme Sonne, herrliche Rosen nickten von dem kleinen Holzkasten auf dem Dache, und zwei himmelblaue Vögel sangen von kindlicher Freude, während die kranke Mutter um Segen für die Tochter flehte.",neutral
Andersen,Original,Die Galoschen des Glücks,zwei,326,"Aber durch das offene Fenster strahlte Gottes warme Sonne, herrliche Rosen nickten von dem kleinen Holzkasten auf dem Dache, und zwei himmelblaue Vögel sangen von kindlicher Freude, während die kranke Mutter um Segen für die Tochter flehte.",neutral
Andersen,Original,Die Galoschen des Glücks,himmelblaue,326,"Aber durch das offene Fenster strahlte Gottes warme Sonne, herrliche Rosen nickten von dem kleinen Holzkasten auf dem Dache, und zwei himmelblaue Vögel sangen von kindlicher Freude, während die kranke Mutter um Segen für die Tochter flehte.",neutral
Andersen,Original,Die Galoschen des Glücks,vögel,326,"Aber durch das offene Fenster strahlte Gottes warme Sonne, herrliche Rosen nickten von dem kleinen Holzkasten auf dem Dache, und zwei himmelblaue Vögel sangen von kindlicher Freude, während die kranke Mutter um Segen für die Tochter flehte.",neutral
Andersen,Original,Die Galoschen des Glücks,sangen,326,"Aber durch das offene Fenster strahlte Gottes warme Sonne, herrliche Rosen nickten von dem kleinen Holzkasten auf dem Dache, und zwei himmelblaue Vögel sangen von kindlicher Freude, während die kranke Mutter um Segen für die Tochter flehte.",neutral
Andersen,Original,Die Galoschen des Glücks,kindlicher,326,"Aber durch das offene Fenster strahlte Gottes warme Sonne, herrliche Rosen nickten von dem kleinen Holzkasten auf dem Dache, und zwei himmelblaue Vögel sangen von kindlicher Freude, während die kranke Mutter um Segen für die Tochter flehte.",neutral
Andersen,Original,Die Galoschen des Glücks,freude,326,"Aber durch das offene Fenster strahlte Gottes warme Sonne, herrliche Rosen nickten von dem kleinen Holzkasten auf dem Dache, und zwei himmelblaue Vögel sangen von kindlicher Freude, während die kranke Mutter um Segen für die Tochter flehte.",neutral
Andersen,Original,Die Galoschen des Glücks,kranke,326,"Aber durch das offene Fenster strahlte Gottes warme Sonne, herrliche Rosen nickten von dem kleinen Holzkasten auf dem Dache, und zwei himmelblaue Vögel sangen von kindlicher Freude, während die kranke Mutter um Segen für die Tochter flehte.",neutral
Andersen,Original,Die Galoschen des Glücks,mutter,326,"Aber durch das offene Fenster strahlte Gottes warme Sonne, herrliche Rosen nickten von dem kleinen Holzkasten auf dem Dache, und zwei himmelblaue Vögel sangen von kindlicher Freude, während die kranke Mutter um Segen für die Tochter flehte.",neutral
Andersen,Original,Die Galoschen des Glücks,segen,326,"Aber durch das offene Fenster strahlte Gottes warme Sonne, herrliche Rosen nickten von dem kleinen Holzkasten auf dem Dache, und zwei himmelblaue Vögel sangen von kindlicher Freude, während die kranke Mutter um Segen für die Tochter flehte.",neutral
Andersen,Original,Die Galoschen des Glücks,tochter,326,"Aber durch das offene Fenster strahlte Gottes warme Sonne, herrliche Rosen nickten von dem kleinen Holzkasten auf dem Dache, und zwei himmelblaue Vögel sangen von kindlicher Freude, während die kranke Mutter um Segen für die Tochter flehte.",neutral
Andersen,Original,Die Galoschen des Glücks,flehte,326,"Aber durch das offene Fenster strahlte Gottes warme Sonne, herrliche Rosen nickten von dem kleinen Holzkasten auf dem Dache, und zwei himmelblaue Vögel sangen von kindlicher Freude, während die kranke Mutter um Segen für die Tochter flehte.",neutral
Andersen,Original,Die Galoschen des Glücks,kroch,327,"Nun kroch er auf Händen und Füßen durch einen überfüllten Schlächterladen; da war Fleisch und nur Fleisch, worauf er stieß.",neutral
Andersen,Original,Die Galoschen des Glücks,händen,327,"Nun kroch er auf Händen und Füßen durch einen überfüllten Schlächterladen; da war Fleisch und nur Fleisch, worauf er stieß.",neutral
Andersen,Original,Die Galoschen des Glücks,füßen,327,"Nun kroch er auf Händen und Füßen durch einen überfüllten Schlächterladen; da war Fleisch und nur Fleisch, worauf er stieß.",neutral
Andersen,Original,Die Galoschen des Glücks,überfüllten,327,"Nun kroch er auf Händen und Füßen durch einen überfüllten Schlächterladen; da war Fleisch und nur Fleisch, worauf er stieß.",neutral
Andersen,Original,Die Galoschen des Glücks,schlächterladen,327,"Nun kroch er auf Händen und Füßen durch einen überfüllten Schlächterladen; da war Fleisch und nur Fleisch, worauf er stieß.",neutral
Andersen,Original,Die Galoschen des Glücks,fleisch,327,"Nun kroch er auf Händen und Füßen durch einen überfüllten Schlächterladen; da war Fleisch und nur Fleisch, worauf er stieß.",neutral
Andersen,Original,Die Galoschen des Glücks,fleisch,327,"Nun kroch er auf Händen und Füßen durch einen überfüllten Schlächterladen; da war Fleisch und nur Fleisch, worauf er stieß.",neutral
Andersen,Original,Die Galoschen des Glücks,worauf,327,"Nun kroch er auf Händen und Füßen durch einen überfüllten Schlächterladen; da war Fleisch und nur Fleisch, worauf er stieß.",neutral
Andersen,Original,Die Galoschen des Glücks,stieß,327,"Nun kroch er auf Händen und Füßen durch einen überfüllten Schlächterladen; da war Fleisch und nur Fleisch, worauf er stieß.",neutral
Andersen,Original,Die Galoschen des Glücks,herz,328,"Das war das Herz in einem reichen, respectabeln Manne, dessen Name sicher im Adreßbuche steht.",neutral
Andersen,Original,Die Galoschen des Glücks,reichen,328,"Das war das Herz in einem reichen, respectabeln Manne, dessen Name sicher im Adreßbuche steht.",neutral
Andersen,Original,Die Galoschen des Glücks,respectabeln,328,"Das war das Herz in einem reichen, respectabeln Manne, dessen Name sicher im Adreßbuche steht.",neutral
Andersen,Original,Die Galoschen des Glücks,manne,328,"Das war das Herz in einem reichen, respectabeln Manne, dessen Name sicher im Adreßbuche steht.",neutral
Andersen,Original,Die Galoschen des Glücks,name,328,"Das war das Herz in einem reichen, respectabeln Manne, dessen Name sicher im Adreßbuche steht.",neutral
Andersen,Original,Die Galoschen des Glücks,sicher,328,"Das war das Herz in einem reichen, respectabeln Manne, dessen Name sicher im Adreßbuche steht.",neutral
Andersen,Original,Die Galoschen des Glücks,adreßbuche,328,"Das war das Herz in einem reichen, respectabeln Manne, dessen Name sicher im Adreßbuche steht.",neutral
Andersen,Original,Die Galoschen des Glücks,steht,328,"Das war das Herz in einem reichen, respectabeln Manne, dessen Name sicher im Adreßbuche steht.",neutral
Andersen,Original,Die Galoschen des Glücks,herzen,329,"Nun war er in dem Herzen der Gemahlin desselben: das war ein alter, verfallener Taubenschlag.",neutral
Andersen,Original,Die Galoschen des Glücks,gemahlin,329,"Nun war er in dem Herzen der Gemahlin desselben: das war ein alter, verfallener Taubenschlag.",neutral
Andersen,Original,Die Galoschen des Glücks,alter,329,"Nun war er in dem Herzen der Gemahlin desselben: das war ein alter, verfallener Taubenschlag.",neutral
Andersen,Original,Die Galoschen des Glücks,verfallener,329,"Nun war er in dem Herzen der Gemahlin desselben: das war ein alter, verfallener Taubenschlag.",neutral
Andersen,Original,Die Galoschen des Glücks,taubenschlag,329,"Nun war er in dem Herzen der Gemahlin desselben: das war ein alter, verfallener Taubenschlag.",neutral
Andersen,Original,Die Galoschen des Glücks,portrait,330,"Das Portrait des Mannes wurde als Wettersahne benutzt; diese stand in Verbindung mit den Thüren, und so gingen dieselben auf und zu, sowie sich der Mann drehte.",neutral
Andersen,Original,Die Galoschen des Glücks,mannes,330,"Das Portrait des Mannes wurde als Wettersahne benutzt; diese stand in Verbindung mit den Thüren, und so gingen dieselben auf und zu, sowie sich der Mann drehte.",neutral
Andersen,Original,Die Galoschen des Glücks,wurde,330,"Das Portrait des Mannes wurde als Wettersahne benutzt; diese stand in Verbindung mit den Thüren, und so gingen dieselben auf und zu, sowie sich der Mann drehte.",neutral
Andersen,Original,Die Galoschen des Glücks,wettersahne,330,"Das Portrait des Mannes wurde als Wettersahne benutzt; diese stand in Verbindung mit den Thüren, und so gingen dieselben auf und zu, sowie sich der Mann drehte.",neutral
Andersen,Original,Die Galoschen des Glücks,benutzt,330,"Das Portrait des Mannes wurde als Wettersahne benutzt; diese stand in Verbindung mit den Thüren, und so gingen dieselben auf und zu, sowie sich der Mann drehte.",neutral
Andersen,Original,Die Galoschen des Glücks,stand,330,"Das Portrait des Mannes wurde als Wettersahne benutzt; diese stand in Verbindung mit den Thüren, und so gingen dieselben auf und zu, sowie sich der Mann drehte.",neutral
Andersen,Original,Die Galoschen des Glücks,verbindung,330,"Das Portrait des Mannes wurde als Wettersahne benutzt; diese stand in Verbindung mit den Thüren, und so gingen dieselben auf und zu, sowie sich der Mann drehte.",neutral
Andersen,Original,Die Galoschen des Glücks,thüren,330,"Das Portrait des Mannes wurde als Wettersahne benutzt; diese stand in Verbindung mit den Thüren, und so gingen dieselben auf und zu, sowie sich der Mann drehte.",neutral
Andersen,Original,Die Galoschen des Glücks,gingen,330,"Das Portrait des Mannes wurde als Wettersahne benutzt; diese stand in Verbindung mit den Thüren, und so gingen dieselben auf und zu, sowie sich der Mann drehte.",neutral
Andersen,Original,Die Galoschen des Glücks,sowie,330,"Das Portrait des Mannes wurde als Wettersahne benutzt; diese stand in Verbindung mit den Thüren, und so gingen dieselben auf und zu, sowie sich der Mann drehte.",neutral
Andersen,Original,Die Galoschen des Glücks,mann,330,"Das Portrait des Mannes wurde als Wettersahne benutzt; diese stand in Verbindung mit den Thüren, und so gingen dieselben auf und zu, sowie sich der Mann drehte.",neutral
Andersen,Original,Die Galoschen des Glücks,drehte,330,"Das Portrait des Mannes wurde als Wettersahne benutzt; diese stand in Verbindung mit den Thüren, und so gingen dieselben auf und zu, sowie sich der Mann drehte.",neutral
Andersen,Original,Die Galoschen des Glücks,darauf,331,"Darauf kam er in ein Spiegelkabinet, gleich dem, welches wir auf dem Rosenburger Schlosse haben.",neutral
Andersen,Original,Die Galoschen des Glücks,kam,331,"Darauf kam er in ein Spiegelkabinet, gleich dem, welches wir auf dem Rosenburger Schlosse haben.",neutral
Andersen,Original,Die Galoschen des Glücks,spiegelkabinet,331,"Darauf kam er in ein Spiegelkabinet, gleich dem, welches wir auf dem Rosenburger Schlosse haben.",neutral
Andersen,Original,Die Galoschen des Glücks,gleich,331,"Darauf kam er in ein Spiegelkabinet, gleich dem, welches wir auf dem Rosenburger Schlosse haben.",neutral
Andersen,Original,Die Galoschen des Glücks,rosenburger,331,"Darauf kam er in ein Spiegelkabinet, gleich dem, welches wir auf dem Rosenburger Schlosse haben.",neutral
Andersen,Original,Die Galoschen des Glücks,schlosse,331,"Darauf kam er in ein Spiegelkabinet, gleich dem, welches wir auf dem Rosenburger Schlosse haben.",neutral
Andersen,Original,Die Galoschen des Glücks,spiegel,332,Aber die Spiegel vergrößerten in einem unglaublichen Grade.,neutral
Andersen,Original,Die Galoschen des Glücks,vergrößerten,332,Aber die Spiegel vergrößerten in einem unglaublichen Grade.,neutral
Andersen,Original,Die Galoschen des Glücks,unglaublichen,332,Aber die Spiegel vergrößerten in einem unglaublichen Grade.,neutral
Andersen,Original,Die Galoschen des Glücks,grade,332,Aber die Spiegel vergrößerten in einem unglaublichen Grade.,neutral
Andersen,Original,Die Galoschen des Glücks,mitten,333,"Mitten auf dem Fußboden saß, wie ein Dalai-Lama, das unbedeutende Ich der Person, erstaunt, seine eigene Größe zu betrachten.",neutral
Andersen,Original,Die Galoschen des Glücks,fußboden,333,"Mitten auf dem Fußboden saß, wie ein Dalai-Lama, das unbedeutende Ich der Person, erstaunt, seine eigene Größe zu betrachten.",neutral
Andersen,Original,Die Galoschen des Glücks,saß,333,"Mitten auf dem Fußboden saß, wie ein Dalai-Lama, das unbedeutende Ich der Person, erstaunt, seine eigene Größe zu betrachten.",neutral
Andersen,Original,Die Galoschen des Glücks,unbedeutende,333,"Mitten auf dem Fußboden saß, wie ein Dalai-Lama, das unbedeutende Ich der Person, erstaunt, seine eigene Größe zu betrachten.",neutral
Andersen,Original,Die Galoschen des Glücks,person,333,"Mitten auf dem Fußboden saß, wie ein Dalai-Lama, das unbedeutende Ich der Person, erstaunt, seine eigene Größe zu betrachten.",neutral
Andersen,Original,Die Galoschen des Glücks,erstaunt,333,"Mitten auf dem Fußboden saß, wie ein Dalai-Lama, das unbedeutende Ich der Person, erstaunt, seine eigene Größe zu betrachten.",neutral
Andersen,Original,Die Galoschen des Glücks,eigene,333,"Mitten auf dem Fußboden saß, wie ein Dalai-Lama, das unbedeutende Ich der Person, erstaunt, seine eigene Größe zu betrachten.",neutral
Andersen,Original,Die Galoschen des Glücks,größe,333,"Mitten auf dem Fußboden saß, wie ein Dalai-Lama, das unbedeutende Ich der Person, erstaunt, seine eigene Größe zu betrachten.",neutral
Andersen,Original,Die Galoschen des Glücks,betrachten,333,"Mitten auf dem Fußboden saß, wie ein Dalai-Lama, das unbedeutende Ich der Person, erstaunt, seine eigene Größe zu betrachten.",neutral
Andersen,Original,Die Galoschen des Glücks,hierauf,334,"Hierauf glaubte er sich in eine enge Nadelbüchse voller spitzer Nadeln versetzt zu sehen; er mußte denken: ""Das ist sicher das Herz einer alten unverheiratheten Jungfrau!""",neutral
Andersen,Original,Die Galoschen des Glücks,glaubte,334,"Hierauf glaubte er sich in eine enge Nadelbüchse voller spitzer Nadeln versetzt zu sehen; er mußte denken: ""Das ist sicher das Herz einer alten unverheiratheten Jungfrau!""",neutral
Andersen,Original,Die Galoschen des Glücks,enge,334,"Hierauf glaubte er sich in eine enge Nadelbüchse voller spitzer Nadeln versetzt zu sehen; er mußte denken: ""Das ist sicher das Herz einer alten unverheiratheten Jungfrau!""",neutral
Andersen,Original,Die Galoschen des Glücks,nadelbüchse,334,"Hierauf glaubte er sich in eine enge Nadelbüchse voller spitzer Nadeln versetzt zu sehen; er mußte denken: ""Das ist sicher das Herz einer alten unverheiratheten Jungfrau!""",neutral
Andersen,Original,Die Galoschen des Glücks,voller,334,"Hierauf glaubte er sich in eine enge Nadelbüchse voller spitzer Nadeln versetzt zu sehen; er mußte denken: ""Das ist sicher das Herz einer alten unverheiratheten Jungfrau!""",neutral
Andersen,Original,Die Galoschen des Glücks,spitzer,334,"Hierauf glaubte er sich in eine enge Nadelbüchse voller spitzer Nadeln versetzt zu sehen; er mußte denken: ""Das ist sicher das Herz einer alten unverheiratheten Jungfrau!""",neutral
Andersen,Original,Die Galoschen des Glücks,nadeln,334,"Hierauf glaubte er sich in eine enge Nadelbüchse voller spitzer Nadeln versetzt zu sehen; er mußte denken: ""Das ist sicher das Herz einer alten unverheiratheten Jungfrau!""",neutral
Andersen,Original,Die Galoschen des Glücks,versetzt,334,"Hierauf glaubte er sich in eine enge Nadelbüchse voller spitzer Nadeln versetzt zu sehen; er mußte denken: ""Das ist sicher das Herz einer alten unverheiratheten Jungfrau!""",neutral
Andersen,Original,Die Galoschen des Glücks,sehen,334,"Hierauf glaubte er sich in eine enge Nadelbüchse voller spitzer Nadeln versetzt zu sehen; er mußte denken: ""Das ist sicher das Herz einer alten unverheiratheten Jungfrau!""",neutral
Andersen,Original,Die Galoschen des Glücks,mußte,334,"Hierauf glaubte er sich in eine enge Nadelbüchse voller spitzer Nadeln versetzt zu sehen; er mußte denken: ""Das ist sicher das Herz einer alten unverheiratheten Jungfrau!""",neutral
Andersen,Original,Die Galoschen des Glücks,denken,334,"Hierauf glaubte er sich in eine enge Nadelbüchse voller spitzer Nadeln versetzt zu sehen; er mußte denken: ""Das ist sicher das Herz einer alten unverheiratheten Jungfrau!""",neutral
Andersen,Original,Die Galoschen des Glücks,sicher,334,"Hierauf glaubte er sich in eine enge Nadelbüchse voller spitzer Nadeln versetzt zu sehen; er mußte denken: ""Das ist sicher das Herz einer alten unverheiratheten Jungfrau!""",neutral
Andersen,Original,Die Galoschen des Glücks,herz,334,"Hierauf glaubte er sich in eine enge Nadelbüchse voller spitzer Nadeln versetzt zu sehen; er mußte denken: ""Das ist sicher das Herz einer alten unverheiratheten Jungfrau!""",neutral
Andersen,Original,Die Galoschen des Glücks,alten,334,"Hierauf glaubte er sich in eine enge Nadelbüchse voller spitzer Nadeln versetzt zu sehen; er mußte denken: ""Das ist sicher das Herz einer alten unverheiratheten Jungfrau!""",neutral
Andersen,Original,Die Galoschen des Glücks,unverheiratheten,334,"Hierauf glaubte er sich in eine enge Nadelbüchse voller spitzer Nadeln versetzt zu sehen; er mußte denken: ""Das ist sicher das Herz einer alten unverheiratheten Jungfrau!""",neutral
Andersen,Original,Die Galoschen des Glücks,jungfrau,334,"Hierauf glaubte er sich in eine enge Nadelbüchse voller spitzer Nadeln versetzt zu sehen; er mußte denken: ""Das ist sicher das Herz einer alten unverheiratheten Jungfrau!""",neutral
Andersen,Original,Die Galoschen des Glücks,fall,335,"Aber das war nicht der Fall; es war ein ganz junger Militair mit mehreren Orden, von dem man gerade sagte: Ein Mann von Geist und Herz.",negative
Andersen,Original,Die Galoschen des Glücks,ganz,335,"Aber das war nicht der Fall; es war ein ganz junger Militair mit mehreren Orden, von dem man gerade sagte: Ein Mann von Geist und Herz.",negative
Andersen,Original,Die Galoschen des Glücks,junger,335,"Aber das war nicht der Fall; es war ein ganz junger Militair mit mehreren Orden, von dem man gerade sagte: Ein Mann von Geist und Herz.",negative
Andersen,Original,Die Galoschen des Glücks,militair,335,"Aber das war nicht der Fall; es war ein ganz junger Militair mit mehreren Orden, von dem man gerade sagte: Ein Mann von Geist und Herz.",negative
Andersen,Original,Die Galoschen des Glücks,mehreren,335,"Aber das war nicht der Fall; es war ein ganz junger Militair mit mehreren Orden, von dem man gerade sagte: Ein Mann von Geist und Herz.",negative
Andersen,Original,Die Galoschen des Glücks,orden,335,"Aber das war nicht der Fall; es war ein ganz junger Militair mit mehreren Orden, von dem man gerade sagte: Ein Mann von Geist und Herz.",negative
Andersen,Original,Die Galoschen des Glücks,gerade,335,"Aber das war nicht der Fall; es war ein ganz junger Militair mit mehreren Orden, von dem man gerade sagte: Ein Mann von Geist und Herz.",negative
Andersen,Original,Die Galoschen des Glücks,sagte,335,"Aber das war nicht der Fall; es war ein ganz junger Militair mit mehreren Orden, von dem man gerade sagte: Ein Mann von Geist und Herz.",negative
Andersen,Original,Die Galoschen des Glücks,mann,335,"Aber das war nicht der Fall; es war ein ganz junger Militair mit mehreren Orden, von dem man gerade sagte: Ein Mann von Geist und Herz.",negative
Andersen,Original,Die Galoschen des Glücks,geist,335,"Aber das war nicht der Fall; es war ein ganz junger Militair mit mehreren Orden, von dem man gerade sagte: Ein Mann von Geist und Herz.",negative
Andersen,Original,Die Galoschen des Glücks,herz,335,"Aber das war nicht der Fall; es war ein ganz junger Militair mit mehreren Orden, von dem man gerade sagte: Ein Mann von Geist und Herz.",negative
Andersen,Original,Die Galoschen des Glücks,ganz,336,"Ganz betäubt kam der arme Volontair aus dem letzten Herzen in der Reihe; er vermochte seine Gedanken nicht zu ordnen, sondern meinte, daß es seine allzu starke Phantasie sei, die mit ihm durchgegangen wäre.",neutral
Andersen,Original,Die Galoschen des Glücks,betäubt,336,"Ganz betäubt kam der arme Volontair aus dem letzten Herzen in der Reihe; er vermochte seine Gedanken nicht zu ordnen, sondern meinte, daß es seine allzu starke Phantasie sei, die mit ihm durchgegangen wäre.",neutral
Andersen,Original,Die Galoschen des Glücks,kam,336,"Ganz betäubt kam der arme Volontair aus dem letzten Herzen in der Reihe; er vermochte seine Gedanken nicht zu ordnen, sondern meinte, daß es seine allzu starke Phantasie sei, die mit ihm durchgegangen wäre.",neutral
Andersen,Original,Die Galoschen des Glücks,arme,336,"Ganz betäubt kam der arme Volontair aus dem letzten Herzen in der Reihe; er vermochte seine Gedanken nicht zu ordnen, sondern meinte, daß es seine allzu starke Phantasie sei, die mit ihm durchgegangen wäre.",neutral
Andersen,Original,Die Galoschen des Glücks,volontair,336,"Ganz betäubt kam der arme Volontair aus dem letzten Herzen in der Reihe; er vermochte seine Gedanken nicht zu ordnen, sondern meinte, daß es seine allzu starke Phantasie sei, die mit ihm durchgegangen wäre.",neutral
Andersen,Original,Die Galoschen des Glücks,letzten,336,"Ganz betäubt kam der arme Volontair aus dem letzten Herzen in der Reihe; er vermochte seine Gedanken nicht zu ordnen, sondern meinte, daß es seine allzu starke Phantasie sei, die mit ihm durchgegangen wäre.",neutral
Andersen,Original,Die Galoschen des Glücks,herzen,336,"Ganz betäubt kam der arme Volontair aus dem letzten Herzen in der Reihe; er vermochte seine Gedanken nicht zu ordnen, sondern meinte, daß es seine allzu starke Phantasie sei, die mit ihm durchgegangen wäre.",neutral
Andersen,Original,Die Galoschen des Glücks,reihe,336,"Ganz betäubt kam der arme Volontair aus dem letzten Herzen in der Reihe; er vermochte seine Gedanken nicht zu ordnen, sondern meinte, daß es seine allzu starke Phantasie sei, die mit ihm durchgegangen wäre.",neutral
Andersen,Original,Die Galoschen des Glücks,vermochte,336,"Ganz betäubt kam der arme Volontair aus dem letzten Herzen in der Reihe; er vermochte seine Gedanken nicht zu ordnen, sondern meinte, daß es seine allzu starke Phantasie sei, die mit ihm durchgegangen wäre.",neutral
Andersen,Original,Die Galoschen des Glücks,gedanken,336,"Ganz betäubt kam der arme Volontair aus dem letzten Herzen in der Reihe; er vermochte seine Gedanken nicht zu ordnen, sondern meinte, daß es seine allzu starke Phantasie sei, die mit ihm durchgegangen wäre.",neutral
Andersen,Original,Die Galoschen des Glücks,ordnen,336,"Ganz betäubt kam der arme Volontair aus dem letzten Herzen in der Reihe; er vermochte seine Gedanken nicht zu ordnen, sondern meinte, daß es seine allzu starke Phantasie sei, die mit ihm durchgegangen wäre.",neutral
Andersen,Original,Die Galoschen des Glücks,meinte,336,"Ganz betäubt kam der arme Volontair aus dem letzten Herzen in der Reihe; er vermochte seine Gedanken nicht zu ordnen, sondern meinte, daß es seine allzu starke Phantasie sei, die mit ihm durchgegangen wäre.",neutral
Andersen,Original,Die Galoschen des Glücks,allzu,336,"Ganz betäubt kam der arme Volontair aus dem letzten Herzen in der Reihe; er vermochte seine Gedanken nicht zu ordnen, sondern meinte, daß es seine allzu starke Phantasie sei, die mit ihm durchgegangen wäre.",neutral
Andersen,Original,Die Galoschen des Glücks,starke,336,"Ganz betäubt kam der arme Volontair aus dem letzten Herzen in der Reihe; er vermochte seine Gedanken nicht zu ordnen, sondern meinte, daß es seine allzu starke Phantasie sei, die mit ihm durchgegangen wäre.",neutral
Andersen,Original,Die Galoschen des Glücks,phantasie,336,"Ganz betäubt kam der arme Volontair aus dem letzten Herzen in der Reihe; er vermochte seine Gedanken nicht zu ordnen, sondern meinte, daß es seine allzu starke Phantasie sei, die mit ihm durchgegangen wäre.",neutral
Andersen,Original,Die Galoschen des Glücks,sei,336,"Ganz betäubt kam der arme Volontair aus dem letzten Herzen in der Reihe; er vermochte seine Gedanken nicht zu ordnen, sondern meinte, daß es seine allzu starke Phantasie sei, die mit ihm durchgegangen wäre.",neutral
Andersen,Original,Die Galoschen des Glücks,durchgegangen,336,"Ganz betäubt kam der arme Volontair aus dem letzten Herzen in der Reihe; er vermochte seine Gedanken nicht zu ordnen, sondern meinte, daß es seine allzu starke Phantasie sei, die mit ihm durchgegangen wäre.",neutral
Andersen,Original,Die Galoschen des Glücks,wäre,336,"Ganz betäubt kam der arme Volontair aus dem letzten Herzen in der Reihe; er vermochte seine Gedanken nicht zu ordnen, sondern meinte, daß es seine allzu starke Phantasie sei, die mit ihm durchgegangen wäre.",neutral
Andersen,Original,Die Galoschen des Glücks,gott,337,"""Mein Gott!""",positive
Andersen,Original,Die Galoschen des Glücks,seufzte,338,"seufzte er; ""ich habe gewiß Anlage, verrückt zu werden!",neutral
Andersen,Original,Die Galoschen des Glücks,gewiß,338,"seufzte er; ""ich habe gewiß Anlage, verrückt zu werden!",neutral
Andersen,Original,Die Galoschen des Glücks,anlage,338,"seufzte er; ""ich habe gewiß Anlage, verrückt zu werden!",neutral
Andersen,Original,Die Galoschen des Glücks,verrückt,338,"seufzte er; ""ich habe gewiß Anlage, verrückt zu werden!",neutral
Andersen,Original,Die Galoschen des Glücks,drinnen,339,"Hier drinnen ist es auch unverzeihlich heiß; das Blut steigt mir zu Kopfe!""",negative
Andersen,Original,Die Galoschen des Glücks,unverzeihlich,339,"Hier drinnen ist es auch unverzeihlich heiß; das Blut steigt mir zu Kopfe!""",negative
Andersen,Original,Die Galoschen des Glücks,heiß,339,"Hier drinnen ist es auch unverzeihlich heiß; das Blut steigt mir zu Kopfe!""",negative
Andersen,Original,Die Galoschen des Glücks,blut,339,"Hier drinnen ist es auch unverzeihlich heiß; das Blut steigt mir zu Kopfe!""",negative
Andersen,Original,Die Galoschen des Glücks,steigt,339,"Hier drinnen ist es auch unverzeihlich heiß; das Blut steigt mir zu Kopfe!""",negative
Andersen,Original,Die Galoschen des Glücks,kopfe,339,"Hier drinnen ist es auch unverzeihlich heiß; das Blut steigt mir zu Kopfe!""",negative
Andersen,Original,Die Galoschen des Glücks,erinnerte,340,"Und nun erinnerte er sich der großen Begebenheit des vorhergehenden Abends, wie sein Kopf zwischen den Eisenstäben des Hospitals festgesessen hatte.",neutral
Andersen,Original,Die Galoschen des Glücks,großen,340,"Und nun erinnerte er sich der großen Begebenheit des vorhergehenden Abends, wie sein Kopf zwischen den Eisenstäben des Hospitals festgesessen hatte.",neutral
Andersen,Original,Die Galoschen des Glücks,begebenheit,340,"Und nun erinnerte er sich der großen Begebenheit des vorhergehenden Abends, wie sein Kopf zwischen den Eisenstäben des Hospitals festgesessen hatte.",neutral
Andersen,Original,Die Galoschen des Glücks,vorhergehenden,340,"Und nun erinnerte er sich der großen Begebenheit des vorhergehenden Abends, wie sein Kopf zwischen den Eisenstäben des Hospitals festgesessen hatte.",neutral
Andersen,Original,Die Galoschen des Glücks,abends,340,"Und nun erinnerte er sich der großen Begebenheit des vorhergehenden Abends, wie sein Kopf zwischen den Eisenstäben des Hospitals festgesessen hatte.",neutral
Andersen,Original,Die Galoschen des Glücks,kopf,340,"Und nun erinnerte er sich der großen Begebenheit des vorhergehenden Abends, wie sein Kopf zwischen den Eisenstäben des Hospitals festgesessen hatte.",neutral
Andersen,Original,Die Galoschen des Glücks,eisenstäben,340,"Und nun erinnerte er sich der großen Begebenheit des vorhergehenden Abends, wie sein Kopf zwischen den Eisenstäben des Hospitals festgesessen hatte.",neutral
Andersen,Original,Die Galoschen des Glücks,hospitals,340,"Und nun erinnerte er sich der großen Begebenheit des vorhergehenden Abends, wie sein Kopf zwischen den Eisenstäben des Hospitals festgesessen hatte.",neutral
Andersen,Original,Die Galoschen des Glücks,festgesessen,340,"Und nun erinnerte er sich der großen Begebenheit des vorhergehenden Abends, wie sein Kopf zwischen den Eisenstäben des Hospitals festgesessen hatte.",neutral
Andersen,Original,Die Galoschen des Glücks,gewiß,341,"""Da habe ich es gewiß bekommen!""",negative
Andersen,Original,Die Galoschen des Glücks,bekommen,341,"""Da habe ich es gewiß bekommen!""",negative
Andersen,Original,Die Galoschen des Glücks,meinte,342,meinte er.,neutral
Andersen,Original,Die Galoschen des Glücks,muß,343,"""Ich muß bei Zeiten etwas thun.",neutral
Andersen,Original,Die Galoschen des Glücks,zeiten,343,"""Ich muß bei Zeiten etwas thun.",neutral
Andersen,Original,Die Galoschen des Glücks,thun,343,"""Ich muß bei Zeiten etwas thun.",neutral
Andersen,Original,Die Galoschen des Glücks,russisches,344,Ein russisches Bad könnte recht gut sein.,negative
Andersen,Original,Die Galoschen des Glücks,bad,344,Ein russisches Bad könnte recht gut sein.,negative
Andersen,Original,Die Galoschen des Glücks,recht,344,Ein russisches Bad könnte recht gut sein.,negative
Andersen,Original,Die Galoschen des Glücks,gut,344,Ein russisches Bad könnte recht gut sein.,negative
